zip5,year,filer_type,n_acq,units_acq,n_sell,units_sell,net_transfers,net_units,total_units
19133,2015,Small portfolio,50,66,38,46,12,20,4998
19133,2015,Single-purchase,388,423,396,438,-8,-15,4998
19133,2016,High-filer,7,57,8,57,-1,0,5002
19133,2016,Low-filer,17,21,19,27,-2,-6,5002
19133,2016,Small portfolio,47,69,40,62,7,7,5002
19133,2016,Single-purchase,656,699,660,700,-4,-1,5002
19133,2017,High-filer,3,3,3,3,0,0,5005
19133,2017,Low-filer,24,34,20,37,4,-3,5005
19133,2017,Small portfolio,84,102,63,99,21,3,5005
19133,2017,Single-purchase,582,655,607,655,-25,0,5005
19133,2018,High-filer,6,7,6,7,0,0,5017
19133,2018,Low-filer,34,57,38,60,-4,-3,5017
19133,2018,Small portfolio,99,151,69,101,30,50,5017
19133,2018,Single-purchase,803,895,829,942,-26,-47,5017
19133,2019,High-filer,8,10,6,7,2,3,5067
19133,2019,Low-filer,40,112,29,80,11,32,5067
19133,2019,Small portfolio,88,128,59,81,29,47,5067
19133,2019,Single-purchase,687,727,729,809,-42,-82,5067
19134,2006,High-filer,69,72,35,38,34,34,12626
19134,2006,Low-filer,51,134,19,101,32,33,12626
19134,2006,Small portfolio,241,249,181,195,60,54,12626
19134,2006,Single-purchase,1909,2040,2035,2161,-126,-121,12626
19134,2007,High-filer,124,130,69,74,55,56,12642
19134,2007,Low-filer,50,52,62,73,-12,-21,12642
19134,2007,Small portfolio,211,232,256,290,-45,-58,12642
19134,2007,Single-purchase,1574,1717,1572,1694,2,23,12642
19134,2008,High-filer,38,42,37,39,1,3,12674
19134,2008,Low-filer,53,54,48,87,5,-33,12674
19134,2008,Small portfolio,179,222,175,184,4,38,12674
19134,2008,Single-purchase,1077,1125,1087,1133,-10,-8,12674
19134,2009,High-filer,24,36,28,38,-4,-2,12703
19134,2009,Low-filer,45,56,47,53,-2,3,12703
19134,2009,Small portfolio,151,166,111,120,40,46,12703
19134,2009,Single-purchase,914,949,948,996,-34,-47,12703
19134,2010,High-filer,76,79,32,32,44,47,12713
19134,2010,Low-filer,62,63,46,48,16,15,12713
19134,2010,Small portfolio,149,158,166,183,-17,-25,12713
19134,2010,Single-purchase,896,930,939,967,-43,-37,12713
19134,2011,High-filer,17,17,19,21,-2,-4,12743
19134,2011,Low-filer,59,111,58,59,1,52,12743
19134,2011,Small portfolio,136,150,114,121,22,29,12743
19134,2011,Single-purchase,811,850,832,927,-21,-77,12743
19134,2012,High-filer,26,30,34,34,-8,-4,12743
19134,2012,Low-filer,57,65,46,52,11,13,12743
19134,2012,Small portfolio,148,153,129,138,19,15,12743
19134,2012,Single-purchase,808,830,830,854,-22,-24,12743
19134,2013,High-filer,108,110,74,74,34,36,12743
19134,2013,Low-filer,54,56,59,59,-5,-3,12743
19134,2013,Small portfolio,208,225,196,213,12,12,12743
19134,2013,Single-purchase,860,956,901,1001,-41,-45,12743
19134,2014,High-filer,17,18,84,86,-67,-68,12753
19134,2014,Low-filer,59,99,44,82,15,17,12753
19134,2014,Small portfolio,268,282,170,178,98,104,12753
19134,2014,Single-purchase,1012,1049,1058,1102,-46,-53,12753
19134,2015,High-filer,59,71,57,58,2,13,12754
19134,2015,Low-filer,83,135,39,43,44,92,12754
19134,2015,Small portfolio,235,267,211,227,24,40,12754
19134,2015,Single-purchase,1131,1211,1201,1356,-70,-145,12754
19134,2016,High-filer,46,46,52,55,-6,-9,12788
19134,2016,Low-filer,51,81,66,105,-15,-24,12788
19134,2016,Small portfolio,281,305,158,177,123,128,12788
19134,2016,Single-purchase,1408,1546,1510,1641,-102,-95,12788
19134,2017,High-filer,56,66,37,41,19,25,12792
19134,2017,Low-filer,45,47,42,46,3,1,12792
19134,2017,Small portfolio,319,331,217,277,102,54,12792
19134,2017,Single-purchase,1446,1558,1570,1638,-124,-80,12792
19134,2018,High-filer,42,43,38,38,4,5,12793
19134,2018,Low-filer,32,71,42,620,-10,-549,12793
19134,2018,Small portfolio,289,316,183,197,106,119,12793
19134,2018,Single-purchase,1379,2048,1479,1623,-100,425,12793
19134,2019,High-filer,84,86,71,72,13,14,12812
19134,2019,Low-filer,61,174,30,112,31,62,12812
19134,2019,Small portfolio,299,420,189,287,110,133,12812
19134,2019,Single-purchase,1381,1467,1535,1676,-154,-209,12812
19135,2006,High-filer,8,9,1,1,7,8,6451
19135,2006,Low-filer,4,23,9,30,-5,-7,6451
19135,2006,Small portfolio,30,32,53,59,-23,-27,6451
19135,2006,Single-purchase,827,947,806,921,21,26,6451
19135,2007,High-filer,5,5,7,10,-2,-5,6452
19135,2007,Low-filer,9,12,7,9,2,3,6452
19135,2007,Small portfolio,48,55,63,72,-15,-17,6452
19135,2007,Single-purchase,694,758,679,739,15,19,6452
19135,2008,High-filer,9,21,6,10,3,11,6452
19135,2008,Low-filer,14,18,13,16,1,2,6452
19135,2008,Small portfolio,44,70,49,54,-5,16,6452
19135,2008,Single-purchase,514,545,513,574,1,-29,6452
19135,2009,High-filer,4,4,4,4,0,0,6452
19135,2009,Low-filer,22,26,9,10,13,16,6452
19135,2009,Small portfolio,33,39,52,58,-19,-19,6452
19135,2009,Single-purchase,513,541,507,538,6,3,6452
19135,2010,High-filer,7,7,9,10,-2,-3,6452
19135,2010,Low-filer,31,34,15,19,16,15,6452
19135,2010,Small portfolio,49,81,45,52,4,29,6452
19135,2010,Single-purchase,506,551,524,592,-18,-41,6452
19135,2011,High-filer,10,10,7,7,3,3,6464
19135,2011,Low-filer,24,26,25,28,-1,-2,6464
19135,2011,Small portfolio,43,49,46,49,-3,0,6464
19135,2011,Single-purchase,431,453,430,454,1,-1,6464
19135,2012,High-filer,16,22,10,11,6,11,6470
19135,2012,Low-filer,37,40,23,24,14,16,6470
19135,2012,Small portfolio,65,82,43,54,22,28,6470
19135,2012,Single-purchase,428,483,470,538,-42,-55,6470
19135,2013,High-filer,17,17,5,5,12,12,6470
19135,2013,Low-filer,23,26,26,27,-3,-1,6470
19135,2013,Small portfolio,93,105,57,62,36,43,6470
19135,2013,Single-purchase,469,503,514,557,-45,-54,6470
19135,2014,High-filer,27,37,2,2,25,35,6473
19135,2014,Low-filer,43,44,32,41,11,3,6473
19135,2014,Small portfolio,94,113,58,69,36,44,6473
19135,2014,Single-purchase,498,531,570,613,-72,-82,6473
19135,2015,High-filer,13,13,5,6,8,7,6473
19135,2015,Low-filer,42,44,28,30,14,14,6473
19135,2015,Small portfolio,81,95,61,64,20,31,6473
19135,2015,Single-purchase,564,602,606,654,-42,-52,6473
19135,2016,High-filer,10,11,2,2,8,9,6473
19135,2016,Low-filer,20,24,35,38,-15,-14,6473
19135,2016,Small portfolio,113,137,73,95,40,42,6473
19135,2016,Single-purchase,636,686,669,723,-33,-37,6473
19135,2017,High-filer,26,32,7,9,19,23,6473
19135,2017,Low-filer,30,33,38,42,-8,-9,6473
19135,2017,Small portfolio,123,149,81,99,42,50,6473
19135,2017,Single-purchase,651,702,704,766,-53,-64,6473
19135,2018,High-filer,7,8,9,10,-2,-2,6473
19135,2018,Low-filer,15,16,17,17,-2,-1,6473
19135,2018,Small portfolio,132,163,79,103,53,60,6473
19135,2018,Single-purchase,711,759,760,816,-49,-57,6473
19135,2019,High-filer,4,4,1,1,3,3,6473
19135,2019,Low-filer,13,14,11,11,2,3,6473
19135,2019,Small portfolio,108,128,57,69,51,59,6473
19135,2019,Single-purchase,655,741,711,806,-56,-65,6473
19136,2006,High-filer,4,4,3,6,1,-2,6594
19136,2006,Low-filer,4,5,4,4,0,1,6594
19136,2006,Small portfolio,20,26,37,79,-17,-53,6594
19136,2006,Single-purchase,701,814,685,760,16,54,6594
19136,2007,High-filer,7,73,3,3,4,70,6596
19136,2007,Low-filer,6,7,6,7,0,0,6596
19136,2007,Small portfolio,25,31,55,127,-30,-96,6596
19136,2007,Single-purchase,593,632,567,606,26,26,6596
19136,2008,High-filer,5,38,2,35,3,3,6704
19136,2008,Low-filer,14,16,12,12,2,4,6704
19136,2008,Small portfolio,26,43,32,38,-6,5,6704
19136,2008,Single-purchase,462,516,461,528,1,-12,6704
19136,2009,High-filer,6,13,0,0,6,13,6705
19136,2009,Low-filer,6,6,11,13,-5,-7,6705
19136,2009,Small portfolio,21,24,26,27,-5,-3,6705
19136,2009,Single-purchase,433,457,429,460,4,-3,6705
19136,2010,High-filer,3,3,2,2,1,1,6707
19136,2010,Low-filer,19,39,9,9,10,30,6707
19136,2010,Small portfolio,32,48,30,67,2,-19,6707
19136,2010,Single-purchase,431,493,444,505,-13,-12,6707
19136,2011,High-filer,3,3,5,6,-2,-3,6707
19136,2011,Low-filer,18,19,12,13,6,6,6707
19136,2011,Small portfolio,36,46,35,46,1,0,6707
19136,2011,Single-purchase,359,397,364,400,-5,-3,6707
19136,2012,High-filer,7,11,3,4,4,7,6707
19136,2012,Low-filer,24,26,17,21,7,5,6707
19136,2012,Small portfolio,45,70,36,45,9,25,6707
19136,2012,Single-purchase,358,384,378,421,-20,-37,6707
19136,2013,High-filer,1,1,2,2,-1,-1,6707
19136,2013,Low-filer,22,60,15,17,7,43,6707
19136,2013,Small portfolio,52,57,33,38,19,19,6707
19136,2013,Single-purchase,423,450,448,511,-25,-61,6707
19136,2014,High-filer,7,9,3,5,4,4,6707
19136,2014,Low-filer,22,28,16,16,6,12,6707
19136,2014,Small portfolio,64,76,41,45,23,31,6707
19136,2014,Single-purchase,429,575,462,622,-33,-47,6707
19136,2015,High-filer,4,4,4,4,0,0,6707
19136,2015,Low-filer,13,14,17,54,-4,-40,6707
19136,2015,Small portfolio,62,113,39,59,23,54,6707
19136,2015,Single-purchase,463,511,482,525,-19,-14,6707
19136,2016,High-filer,2,2,3,3,-1,-1,6707
19136,2016,Low-filer,12,13,17,18,-5,-5,6707
19136,2016,Small portfolio,74,83,39,41,35,42,6707
19136,2016,Single-purchase,588,629,617,665,-29,-36,6707
19136,2017,High-filer,2,2,2,2,0,0,6707
19136,2017,Low-filer,8,8,18,20,-10,-12,6707
19136,2017,Small portfolio,82,93,42,64,40,29,6707
19136,2017,Single-purchase,647,812,677,829,-30,-17,6707
19136,2018,High-filer,2,2,4,4,-2,-2,6707
19136,2018,Low-filer,13,16,5,7,8,9,6707
19136,2018,Small portfolio,81,91,59,67,22,24,6707
19136,2018,Single-purchase,675,723,703,754,-28,-31,6707
19136,2019,High-filer,0,0,1,1,-1,-1,6707
19136,2019,Low-filer,13,13,13,16,0,-3,6707
19136,2019,Small portfolio,69,114,44,81,25,33,6707
19136,2019,Single-purchase,628,688,652,717,-24,-29,6707
19137,2006,High-filer,1,1,0,0,1,1,1277
19137,2006,Low-filer,0,0,0,0,0,0,1277
19137,2006,Small portfolio,7,11,7,7,0,4,1277
19137,2006,Single-purchase,235,239,236,244,-1,-5,1277
19137,2007,High-filer,1,1,0,0,1,1,1278
19137,2007,Low-filer,3,3,1,1,2,2,1278
19137,2007,Small portfolio,4,4,6,6,-2,-2,1278
19137,2007,Single-purchase,212,217,213,218,-1,-1,1278
19137,2008,High-filer,3,3,2,2,1,1,1278
19137,2008,Low-filer,2,2,1,1,1,1,1278
19137,2008,Small portfolio,7,7,7,7,0,0,1278
19137,2008,Single-purchase,150,155,152,157,-2,-2,1278
19137,2009,High-filer,0,0,1,1,-1,-1,1279
19137,2009,Low-filer,3,3,2,2,1,1,1279
19137,2009,Small portfolio,5,7,6,7,-1,0,1279
19137,2009,Single-purchase,146,152,145,152,1,0,1279
19137,2010,High-filer,2,4,0,0,2,4,1279
19137,2010,Low-filer,1,104,3,3,-2,101,1279
19137,2010,Small portfolio,15,17,7,7,8,10,1279
19137,2010,Single-purchase,118,122,126,237,-8,-115,1279
19137,2011,High-filer,3,4,1,2,2,2,1280
19137,2011,Low-filer,2,2,0,0,2,2,1280
19137,2011,Small portfolio,17,25,10,18,7,7,1280
19137,2011,Single-purchase,108,111,119,122,-11,-11,1280
19137,2012,High-filer,1,1,0,0,1,1,1280
19137,2012,Low-filer,3,4,2,2,1,2,1280
19137,2012,Small portfolio,9,9,10,11,-1,-2,1280
19137,2012,Single-purchase,133,136,134,137,-1,-1,1280
19137,2013,High-filer,0,0,0,0,0,0,1280
19137,2013,Low-filer,3,3,3,4,0,-1,1280
19137,2013,Small portfolio,10,13,10,12,0,1,1280
19137,2013,Single-purchase,136,149,136,149,0,0,1280
19137,2014,High-filer,2,2,0,0,2,2,1280
19137,2014,Low-filer,3,20,3,3,0,17,1280
19137,2014,Small portfolio,19,22,10,11,9,11,1280
19137,2014,Single-purchase,140,143,151,173,-11,-30,1280
19137,2015,High-filer,1,1,4,4,-3,-3,1293
19137,2015,Low-filer,3,5,5,7,-2,-2,1293
19137,2015,Small portfolio,9,9,4,5,5,4,1293
19137,2015,Single-purchase,154,161,154,160,0,1,1293
19137,2016,High-filer,3,3,0,0,3,3,1293
19137,2016,Low-filer,3,4,4,4,-1,0,1293
19137,2016,Small portfolio,14,18,13,14,1,4,1293
19137,2016,Single-purchase,194,205,197,212,-3,-7,1293
19137,2017,High-filer,2,2,3,4,-1,-2,1293
19137,2017,Low-filer,2,2,1,1,1,1,1293
19137,2017,Small portfolio,11,13,14,14,-3,-1,1293
19137,2017,Single-purchase,188,198,185,196,3,2,1293
19137,2018,High-filer,0,0,0,0,0,0,1293
19137,2018,Low-filer,3,4,2,4,1,0,1293
19137,2018,Small portfolio,21,25,12,16,9,9,1293
19137,2018,Single-purchase,215,249,225,258,-10,-9,1293
19137,2019,High-filer,0,0,0,0,0,0,1293
19137,2019,Low-filer,0,0,1,1,-1,-1,1293
19137,2019,Small portfolio,19,19,17,17,2,2,1293
19137,2019,Single-purchase,198,210,199,211,-1,-1,1293
19138,2006,High-filer,27,30,18,21,9,9,4685
19138,2006,Low-filer,10,12,12,12,-2,0,4685
19138,2006,Small portfolio,64,64,43,84,21,-20,4685
19138,2006,Single-purchase,709,838,737,827,-28,11,4685
19138,2007,High-filer,11,11,18,19,-7,-8,4685
19138,2007,Low-filer,14,15,23,24,-9,-9,4685
19138,2007,Small portfolio,66,70,75,89,-9,-19,4685
19138,2007,Single-purchase,539,631,514,595,25,36,4685
19138,2008,High-filer,11,12,11,14,0,-2,4689
19138,2008,Low-filer,13,14,16,17,-3,-3,4689
19138,2008,Small portfolio,44,44,47,48,-3,-4,4689
19138,2008,Single-purchase,423,437,417,428,6,9,4689
19138,2009,High-filer,17,20,17,19,0,1,4703
19138,2009,Low-filer,18,20,15,16,3,4,4703
19138,2009,Small portfolio,72,74,52,55,20,19,4703
19138,2009,Single-purchase,388,399,411,423,-23,-24,4703
19138,2010,High-filer,13,14,8,9,5,5,4703
19138,2010,Low-filer,19,21,22,22,-3,-1,4703
19138,2010,Small portfolio,48,246,49,49,-1,197,4703
19138,2010,Single-purchase,363,371,364,572,-1,-201,4703
19138,2011,High-filer,12,16,12,18,0,-2,4703
19138,2011,Low-filer,23,26,19,22,4,4,4703
19138,2011,Small portfolio,47,52,32,44,15,8,4703
19138,2011,Single-purchase,299,344,318,354,-19,-10,4703
19138,2012,High-filer,24,24,11,13,13,11,4703
19138,2012,Low-filer,17,18,24,27,-7,-9,4703
19138,2012,Small portfolio,63,65,54,56,9,9,4703
19138,2012,Single-purchase,279,293,294,304,-15,-11,4703
19138,2013,High-filer,18,23,17,21,1,2,4733
19138,2013,Low-filer,22,29,13,14,9,15,4733
19138,2013,Small portfolio,61,67,46,51,15,16,4733
19138,2013,Single-purchase,373,449,398,482,-25,-33,4733
19138,2014,High-filer,15,16,24,25,-9,-9,4733
19138,2014,Low-filer,29,31,24,27,5,4,4733
19138,2014,Small portfolio,90,103,57,59,33,44,4733
19138,2014,Single-purchase,366,383,395,422,-29,-39,4733
19138,2015,High-filer,31,38,18,20,13,18,4733
19138,2015,Low-filer,24,24,34,41,-10,-17,4733
19138,2015,Small portfolio,76,85,87,101,-11,-16,4733
19138,2015,Single-purchase,395,444,387,429,8,15,4733
19138,2016,High-filer,47,55,20,25,27,30,4733
19138,2016,Low-filer,47,48,39,39,8,9,4733
19138,2016,Small portfolio,105,118,70,76,35,42,4733
19138,2016,Single-purchase,434,478,504,559,-70,-81,4733
19138,2017,High-filer,34,39,25,28,9,11,4733
19138,2017,Low-filer,33,52,28,47,5,5,4733
19138,2017,Small portfolio,97,102,81,87,16,15,4733
19138,2017,Single-purchase,484,509,514,540,-30,-31,4733
19138,2018,High-filer,20,23,17,18,3,5,4733
19138,2018,Low-filer,22,24,25,26,-3,-2,4733
19138,2018,Small portfolio,84,90,65,70,19,20,4733
19138,2018,Single-purchase,510,531,529,554,-19,-23,4733
19138,2019,High-filer,24,25,25,27,-1,-2,4733
19138,2019,Low-filer,20,23,22,24,-2,-1,4733
19138,2019,Small portfolio,84,90,59,66,25,24,4733
19138,2019,Single-purchase,557,627,579,648,-22,-21,4733
19139,2006,High-filer,65,86,38,56,27,30,11386
19139,2006,Low-filer,33,41,38,46,-5,-5,11386
19139,2006,Small portfolio,123,151,99,136,24,15,11386
19139,2006,Single-purchase,728,949,774,989,-46,-40,11386
19139,2007,High-filer,34,44,33,36,1,8,11525
19139,2007,Low-filer,29,36,43,57,-14,-21,11525
19139,2007,Small portfolio,102,128,133,172,-31,-44,11525
19139,2007,Single-purchase,725,897,681,840,44,57,11525
19139,2008,High-filer,20,25,22,25,-2,0,11472
19139,2008,Low-filer,49,63,47,65,2,-2,11472
19139,2008,Small portfolio,89,107,108,126,-19,-19,11472
19139,2008,Single-purchase,505,582,486,561,19,21,11472
19139,2009,High-filer,41,46,31,33,10,13,11628
19139,2009,Low-filer,45,55,37,45,8,10,11628
19139,2009,Small portfolio,104,131,82,107,22,24,11628
19139,2009,Single-purchase,367,409,407,456,-40,-47,11628
19139,2010,High-filer,57,84,26,31,31,53,11709
19139,2010,Low-filer,51,76,42,55,9,21,11709
19139,2010,Small portfolio,94,154,89,140,5,14,11709
19139,2010,Single-purchase,371,408,416,496,-45,-88,11709
19139,2011,High-filer,53,69,38,52,15,17,11679
19139,2011,Low-filer,48,113,42,116,6,-3,11679
19139,2011,Small portfolio,73,98,64,90,9,8,11679
19139,2011,Single-purchase,329,475,359,497,-30,-22,11679
19139,2012,High-filer,57,72,38,45,19,27,11729
19139,2012,Low-filer,46,67,36,41,10,26,11729
19139,2012,Small portfolio,125,168,83,104,42,64,11729
19139,2012,Single-purchase,334,396,405,513,-71,-117,11729
19139,2013,High-filer,57,87,37,46,20,41,11749
19139,2013,Low-filer,46,66,54,82,-8,-16,11749
19139,2013,Small portfolio,149,211,117,156,32,55,11749
19139,2013,Single-purchase,370,455,414,535,-44,-80,11749
19139,2014,High-filer,53,66,35,39,18,27,11749
19139,2014,Low-filer,53,128,54,69,-1,59,11749
19139,2014,Small portfolio,137,185,118,156,19,29,11749
19139,2014,Single-purchase,446,528,482,643,-36,-115,11749
19139,2015,High-filer,51,59,37,46,14,13,12078
19139,2015,Low-filer,77,114,74,111,3,3,12078
19139,2015,Small portfolio,204,265,179,236,25,29,12078
19139,2015,Single-purchase,524,688,566,733,-42,-45,12078
19139,2016,High-filer,61,69,36,50,25,19,12098
19139,2016,Low-filer,82,97,74,89,8,8,12098
19139,2016,Small portfolio,194,347,169,236,25,111,12098
19139,2016,Single-purchase,583,682,641,820,-58,-138,12098
19139,2017,High-filer,84,151,48,82,36,69,12363
19139,2017,Low-filer,80,115,58,94,22,21,12363
19139,2017,Small portfolio,211,282,165,222,46,60,12363
19139,2017,Single-purchase,645,762,749,912,-104,-150,12363
19139,2018,High-filer,55,123,61,115,-6,8,12403
19139,2018,Low-filer,79,94,61,79,18,15,12403
19139,2018,Small portfolio,199,257,151,187,48,70,12403
19139,2018,Single-purchase,629,704,689,797,-60,-93,12403
19139,2019,High-filer,28,42,35,49,-7,-7,12436
19139,2019,Low-filer,67,93,61,98,6,-5,12436
19139,2019,Small portfolio,181,237,164,226,17,11,12436
19139,2019,Single-purchase,627,817,643,816,-16,1,12436
19140,2006,High-filer,57,71,23,34,34,37,10837
19140,2006,Low-filer,12,12,12,21,0,-9,10837
19140,2006,Small portfolio,158,208,133,159,25,49,10837
19140,2006,Single-purchase,1246,1405,1305,1482,-59,-77,10837
19140,2007,High-filer,33,46,23,30,10,16,10866
19140,2007,Low-filer,12,12,16,26,-4,-14,10866
19140,2007,Small portfolio,119,167,170,214,-51,-47,10866
19140,2007,Single-purchase,1070,1224,1025,1179,45,45,10866
19140,2008,High-filer,31,51,24,48,7,3,10897
19140,2008,Low-filer,29,40,19,19,10,21,10897
19140,2008,Small portfolio,78,98,98,114,-20,-16,10897
19140,2008,Single-purchase,732,847,729,855,3,-8,10897
19140,2009,High-filer,22,23,19,21,3,2,10907
19140,2009,Low-filer,25,34,25,27,0,7,10907
19140,2009,Small portfolio,96,154,85,110,11,44,10907
19140,2009,Single-purchase,600,656,614,709,-14,-53,10907
19140,2010,High-filer,26,32,25,27,1,5,10913
19140,2010,Low-filer,40,59,23,43,17,16,10913
19140,2010,Small portfolio,79,100,71,97,8,3,10913
19140,2010,Single-purchase,538,682,564,706,-26,-24,10913
19140,2011,High-filer,24,42,19,25,5,17,10963
19140,2011,Low-filer,32,37,28,36,4,1,10963
19140,2011,Small portfolio,71,94,80,103,-9,-9,10963
19140,2011,Single-purchase,458,617,458,626,0,-9,10963
19140,2012,High-filer,19,34,17,32,2,2,10999
19140,2012,Low-filer,30,48,32,46,-2,2,10999
19140,2012,Small portfolio,115,145,76,96,39,49,10999
19140,2012,Single-purchase,478,554,517,607,-39,-53,10999
19140,2013,High-filer,35,49,19,20,16,29,11018
19140,2013,Low-filer,19,20,33,46,-14,-26,11018
19140,2013,Small portfolio,141,170,113,137,28,33,11018
19140,2013,Single-purchase,518,563,548,599,-30,-36,11018
19140,2014,High-filer,22,33,28,37,-6,-4,11018
19140,2014,Low-filer,22,31,29,36,-7,-5,11018
19140,2014,Small portfolio,132,193,113,156,19,37,11018
19140,2014,Single-purchase,593,664,599,692,-6,-28,11018
19140,2015,High-filer,29,61,19,22,10,39,10999
19140,2015,Low-filer,24,35,16,23,8,12,10999
19140,2015,Small portfolio,126,166,124,175,2,-9,10999
19140,2015,Single-purchase,733,808,753,850,-20,-42,10999
19140,2016,High-filer,58,94,23,51,35,43,10999
19140,2016,Low-filer,33,54,41,60,-8,-6,10999
19140,2016,Small portfolio,175,290,150,212,25,78,10999
19140,2016,Single-purchase,901,1002,953,1117,-52,-115,10999
19140,2017,High-filer,37,55,39,54,-2,1,11029
19140,2017,Low-filer,21,55,28,60,-7,-5,11029
19140,2017,Small portfolio,194,258,134,185,60,73,11029
19140,2017,Single-purchase,915,1008,966,1077,-51,-69,11029
19140,2018,High-filer,25,47,24,50,1,-3,11080
19140,2018,Low-filer,33,49,19,30,14,19,11080
19140,2018,Small portfolio,164,212,123,174,41,38,11080
19140,2018,Single-purchase,889,1070,945,1124,-56,-54,11080
19140,2019,High-filer,36,36,27,28,9,8,11080
19140,2019,Low-filer,40,45,41,49,-1,-4,11080
19140,2019,Small portfolio,192,238,142,167,50,71,11080
19140,2019,Single-purchase,1007,1088,1065,1163,-58,-75,11080
19141,2006,High-filer,28,33,10,11,18,22,6337
19141,2006,Low-filer,6,6,5,10,1,-4,6337
19141,2006,Small portfolio,57,66,34,47,23,19,6337
19141,2006,Single-purchase,570,763,612,800,-42,-37,6337
19141,2007,High-filer,9,52,13,50,-4,2,6344
19141,2007,Low-filer,10,12,11,14,-1,-2,6344
19141,2007,Small portfolio,36,43,53,77,-17,-34,6344
19141,2007,Single-purchase,454,566,432,532,22,34,6344
19141,2008,High-filer,17,22,7,10,10,12,6344
19141,2008,Low-filer,13,18,17,23,-4,-5,6344
19141,2008,Small portfolio,29,34,38,45,-9,-11,6344
19141,2008,Single-purchase,314,354,311,350,3,4,6344
19141,2009,High-filer,11,77,9,10,2,67,6345
19141,2009,Low-filer,14,15,9,10,5,5,6345
19141,2009,Small portfolio,34,79,34,40,0,39,6345
19141,2009,Single-purchase,311,375,318,486,-7,-111,6345
19141,2010,High-filer,4,17,7,7,-3,10,6348
19141,2010,Low-filer,10,20,13,15,-3,5,6348
19141,2010,Small portfolio,36,42,21,62,15,-20,6348
19141,2010,Single-purchase,257,415,266,410,-9,5,6348
19141,2011,High-filer,8,12,11,111,-3,-99,6348
19141,2011,Low-filer,22,81,12,40,10,41,6348
19141,2011,Small portfolio,28,73,29,102,-1,-29,6348
19141,2011,Single-purchase,217,449,223,362,-6,87,6348
19141,2012,High-filer,17,26,10,17,7,9,6351
19141,2012,Low-filer,26,31,24,35,2,-4,6351
19141,2012,Small portfolio,34,37,30,40,4,-3,6351
19141,2012,Single-purchase,222,259,235,261,-13,-2,6351
19141,2013,High-filer,20,30,18,48,2,-18,6351
19141,2013,Low-filer,15,25,18,25,-3,0,6351
19141,2013,Small portfolio,51,71,36,50,15,21,6351
19141,2013,Single-purchase,198,304,212,307,-14,-3,6351
19141,2014,High-filer,19,26,7,16,12,10,6351
19141,2014,Low-filer,22,27,9,12,13,15,6351
19141,2014,Small portfolio,47,76,41,56,6,20,6351
19141,2014,Single-purchase,277,411,308,456,-31,-45,6351
19141,2015,High-filer,27,31,13,14,14,17,6351
19141,2015,Low-filer,26,34,26,35,0,-1,6351
19141,2015,Small portfolio,66,87,61,79,5,8,6351
19141,2015,Single-purchase,273,307,292,331,-19,-24,6351
19141,2016,High-filer,24,29,13,16,11,13,6376
19141,2016,Low-filer,38,56,42,63,-4,-7,6376
19141,2016,Small portfolio,67,108,45,79,22,29,6376
19141,2016,Single-purchase,352,390,381,425,-29,-35,6376
19141,2017,High-filer,17,32,15,32,2,0,6279
19141,2017,Low-filer,25,33,25,28,0,5,6279
19141,2017,Small portfolio,70,84,48,72,22,12,6279
19141,2017,Single-purchase,361,453,385,470,-24,-17,6279
19141,2018,High-filer,8,9,13,16,-5,-7,6304
19141,2018,Low-filer,20,47,18,23,2,24,6304
19141,2018,Small portfolio,67,76,40,71,27,5,6304
19141,2018,Single-purchase,385,454,409,476,-24,-22,6304
19141,2019,High-filer,9,16,10,12,-1,4,6372
19141,2019,Low-filer,17,20,20,25,-3,-5,6372
19141,2019,Small portfolio,61,152,44,67,17,85,6372
19141,2019,Single-purchase,435,649,448,733,-13,-84,6372
19142,2006,High-filer,37,37,36,38,1,-1,5364
19142,2006,Low-filer,24,25,4,4,20,21,5364
19142,2006,Small portfolio,132,143,89,107,43,36,5364
19142,2006,Single-purchase,978,1039,1042,1095,-64,-56,5364
19142,2007,High-filer,28,36,24,24,4,12,5370
19142,2007,Low-filer,32,33,27,29,5,4,5370
19142,2007,Small portfolio,102,116,113,127,-11,-11,5370
19142,2007,Single-purchase,703,743,701,748,2,-5,5370
19142,2008,High-filer,78,80,50,53,28,27,5400
19142,2008,Low-filer,20,21,34,36,-14,-15,5400
19142,2008,Small portfolio,108,123,105,120,3,3,5400
19142,2008,Single-purchase,481,576,498,591,-17,-15,5400
19142,2009,High-filer,54,73,25,46,29,27,5498
19142,2009,Low-filer,30,30,34,34,-4,-4,5498
19142,2009,Small portfolio,77,84,53,57,24,27,5498
19142,2009,Single-purchase,406,419,455,469,-49,-50,5498
19142,2010,High-filer,36,39,11,11,25,28,5633
19142,2010,Low-filer,39,40,26,27,13,13,5633
19142,2010,Small portfolio,64,71,78,81,-14,-10,5633
19142,2010,Single-purchase,410,422,434,453,-24,-31,5633
19142,2011,High-filer,27,29,16,16,11,13,5658
19142,2011,Low-filer,31,32,31,31,0,1,5658
19142,2011,Small portfolio,72,76,55,66,17,10,5658
19142,2011,Single-purchase,289,304,317,328,-28,-24,5658
19142,2012,High-filer,30,32,27,27,3,5,5658
19142,2012,Low-filer,24,25,29,31,-5,-6,5658
19142,2012,Small portfolio,77,86,65,76,12,10,5658
19142,2012,Single-purchase,269,281,279,290,-10,-9,5658
