zip,pc1_gent,d_log_income,d_log_hp,d_crime,d_nanda,net_units_high_filer,acq_units_high_filer,net_units_low_filer,acq_units_low_filer,net_units_small_portfolio,acq_units_small_portfolio,net_units_single_purchase,acq_units_single_purchase,total_net_units,total_acq_units,high_filer_acq_share,total_units_mean
19149,-1.72434674653488,0.0698851406715129,0.193100851393059,-34.8919555178401,0.130265194837901,129,209,40,314,193,1460,-362,12505,0,14488,0.0144257316399779,10705.1428571429
19149,-1.72434674653488,0.0698851406715129,0.193100851393059,-34.8919555178401,0.130265194837901,129,209,40,314,193,1460,-362,12505,0,14488,0.0144257316399779,10705.1428571429
19149,-1.72434674653488,0.0698851406715129,0.193100851393059,-34.8919555178401,0.130265194837901,129,209,40,314,193,1460,-362,12505,0,14488,0.0144257316399779,10705.1428571429
19150,-2.08082423069873,0.197228242400819,0.322031041340143,-15.8654990325959,-0.108213584640232,5,62,1,79,34,233,-40,4400,0,4774,0.012987012987013,2834.64285714286
19150,-2.08082423069873,0.197228242400819,0.322031041340143,-15.8654990325959,-0.108213584640232,5,62,1,79,34,233,-40,4400,0,4774,0.012987012987013,2834.64285714286
19150,-2.08082423069873,0.197228242400819,0.322031041340143,-15.8654990325959,-0.108213584640232,5,62,1,79,34,233,-40,4400,0,4774,0.012987012987013,2834.64285714286
19150,-2.08082423069873,0.197228242400819,0.322031041340143,-15.8654990325959,-0.108213584640232,5,62,1,79,34,233,-40,4400,0,4774,0.012987012987013,2834.64285714286
19151,-0.673255976803522,0.218376086261536,0.462105167335229,-24.6656276373599,0.215596345678827,399,875,-161,411,206,1098,-444,6509,0,8893,0.0983919937029124,6005.78571428572
19151,-0.673255976803522,0.218376086261536,0.462105167335229,-24.6656276373599,0.215596345678827,399,875,-161,411,206,1098,-444,6509,0,8893,0.0983919937029124,6005.78571428572
19151,-0.673255976803522,0.218376086261536,0.462105167335229,-24.6656276373599,0.215596345678827,399,875,-161,411,206,1098,-444,6509,0,8893,0.0983919937029124,6005.78571428572
19151,-0.673255976803522,0.218376086261536,0.462105167335229,-24.6656276373599,0.215596345678827,399,875,-161,411,206,1098,-444,6509,0,8893,0.0983919937029124,6005.78571428572
19152,-1.15147949750446,0.155098941719917,0.159908615284589,-23.0200625011751,0.256910413785027,174,781,17,116,39,541,-230,6669,0,8107,0.0963364993215739,6045.42857142857
19152,-1.15147949750446,0.155098941719917,0.159908615284589,-23.0200625011751,0.256910413785027,174,781,17,116,39,541,-230,6669,0,8107,0.0963364993215739,6045.42857142857
19152,-1.15147949750446,0.155098941719917,0.159908615284589,-23.0200625011751,0.256910413785027,174,781,17,116,39,541,-230,6669,0,8107,0.0963364993215739,6045.42857142857
19152,-1.15147949750446,0.155098941719917,0.159908615284589,-23.0200625011751,0.256910413785027,174,781,17,116,39,541,-230,6669,0,8107,0.0963364993215739,6045.42857142857
19153,-1.61789433124586,0.170351820691726,0.236109014864452,-16.961345178819,0.0896121586896879,4,56,25,88,48,180,-77,3398,0,3722,0.015045674368619,2132.42857142857
19153,-1.61789433124586,0.170351820691726,0.236109014864452,-16.961345178819,0.0896121586896879,4,56,25,88,48,180,-77,3398,0,3722,0.015045674368619,2132.42857142857
19153,-1.61789433124586,0.170351820691726,0.236109014864452,-16.961345178819,0.0896121586896879,4,56,25,88,48,180,-77,3398,0,3722,0.015045674368619,2132.42857142857
19153,-1.61789433124586,0.170351820691726,0.236109014864452,-16.961345178819,0.0896121586896879,4,56,25,88,48,180,-77,3398,0,3722,0.015045674368619,2132.42857142857
19154,-1.23352178464838,0.262469612379066,0.166758281093989,-36.2916788059801,0.0698696799604859,36,157,-124,112,-35,192,123,6800,0,7261,0.0216223660652803,2851.5
19154,-1.23352178464838,0.262469612379066,0.166758281093989,-36.2916788059801,0.0698696799604859,36,157,-124,112,-35,192,123,6800,0,7261,0.0216223660652803,2851.5
19154,-1.23352178464838,0.262469612379066,0.166758281093989,-36.2916788059801,0.0698696799604859,36,157,-124,112,-35,192,123,6800,0,7261,0.0216223660652803,2851.5
19154,-1.23352178464838,0.262469612379066,0.166758281093989,-36.2916788059801,0.0698696799604859,36,157,-124,112,-35,192,123,6800,0,7261,0.0216223660652803,2851.5
