b,nhood,theta,theta_bad,units,year_built,old_bldg,new_bldg,first_year_active,exposure_years,unit_years,eta_sort,s,mbar,cbar,fbar,x,M_total,C_total,F_total,M,C,F,m_rate,c_rate,f_rate
104,238,G,0,2,1925,1,0,2011,9,18,0.157853433555417,0.223338633922255,0.345688570566939,0.136641615228235,0.111121405190407,0.111121405190407,4,4,0,0.444444444444444,0.444444444444444,0,0.222222222222222,0.222222222222222,0
105,252,G,0,1,1925,1,0,2011,9,9,-0.337296537448017,0.148397055141957,0.345688570566939,0.136641615228235,0.110548526620547,0.110548526620547,5,1,1,0.555555555555556,0.111111111111111,0.111111111111111,0.555555555555556,0.111111111111111,0.111111111111111
106,39,B,1,1,1940,1,0,2011,9,9,0.214578736952811,0.573652931967905,0.318496304073068,0.133384156426758,0.258857969172775,0.258857969172775,2,2,4,0.222222222222222,0.222222222222222,0.444444444444444,0.222222222222222,0.222222222222222,0.444444444444444
107,137,G,0,2,1950,0,0,2011,9,18,-0.427946408742886,0.137200696174809,0.228310665990588,0.0983162911935611,0.110463191852665,0.110463191852665,3,2,1,0.333333333333333,0.222222222222222,0.111111111111111,0.166666666666667,0.111111111111111,0.0555555555555556
108,226,G,0,1,1940,1,0,2011,9,9,-0.878566506348229,0.091717832977114,0.345688570566939,0.136641615228235,0.110117214007683,0.110117214007683,3,0,1,0.333333333333333,0,0.111111111111111,0.333333333333333,0,0.111111111111111
109,48,G,0,1,1915,1,0,2011,9,9,-0.514044047028275,0.127238582782342,0.345688570566939,0.136641615228235,0.110387319458169,0.110387319458169,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0
110,77,B,1,4,1900,1,0,2011,9,36,0.0317329219690409,0.526335508418909,0.318701273685455,0.135213828825073,0.258014560480543,0.258014560480543,11,4,7,1.22222222222222,0.444444444444444,0.777777777777778,0.305555555555556,0.111111111111111,0.194444444444444
111,83,G,0,1,1925,1,0,2011,9,9,-0.0754089069506072,0.185046130183334,0.345688570566939,0.136641615228235,0.110828314496209,0.110828314496209,1,0,0,0.111111111111111,0,0,0.111111111111111,0,0
112,184,G,0,1,1925,1,0,2011,9,9,0.178104536628625,0.226919469295928,0.345688570566939,0.136641615228235,0.111148852490051,0.111148852490051,2,2,2,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222
113,39,G,0,1,1940,1,0,2011,9,9,0.214578736952811,0.233472132857426,0.345688570566939,0.136641615228235,0.111199096571201,0.111199096571201,2,2,0,0.222222222222222,0.222222222222222,0,0.222222222222222,0.222222222222222,0
114,196,G,0,1,1950,0,0,2011,9,9,-0.291159448425236,0.154382666661894,0.228310665990588,0.0983162911935611,0.110594173915558,0.110594173915558,3,1,2,0.333333333333333,0.111111111111111,0.222222222222222,0.333333333333333,0.111111111111111,0.222222222222222
115,257,B,1,1,1940,1,0,2011,9,9,-0.374608733693527,0.420739359738383,0.319169371255698,0.139387919933889,0.256142259444402,0.256142259444402,1,1,3,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333
116,168,G,0,1,1950,0,0,2011,9,9,-0.59499161217452,0.11844704649118,0.228310665990588,0.0983162911935611,0.110320405578374,0.110320405578374,1,4,1,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111
117,286,G,0,1,1920,1,0,2011,9,9,-0.22274576282264,0.163623682475047,0.345688570566939,0.136641615228235,0.110664684495011,0.110664684495011,2,1,0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0
118,94,G,0,1,1920,1,0,2011,9,9,-0.697556017237218,0.108073001586631,0.345688570566939,0.136641615228235,0.110241499124502,0.110241499124502,2,3,0,0.222222222222222,0.333333333333333,0,0.222222222222222,0.333333333333333,0
119,272,B,1,1,1920,1,0,2011,9,9,1.59304356360813,0.84878818380864,0.317360578775161,0.123224672745708,0.263817023263544,0.263817023263544,3,0,4,0.333333333333333,0,0.444444444444444,0.333333333333333,0,0.444444444444444
120,20,G,0,2,2017,0,1,2017,3,6,-0.237246114058398,0.161628198112938,0.262644956523924,0.102986179132146,0.110649454792971,0.110649454792971,0,0,0,0,0,0,0,0,0
121,195,G,0,1,1925,1,0,2011,9,9,-0.187298311102981,0.168586135580751,0.345688570566939,0.136641615228235,0.110702567437351,0.110702567437351,2,1,1,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111
122,164,B,1,1,1920,1,0,2011,9,9,1.31232214576778,0.8079814149399,0.317523152315625,0.124681178723841,0.263075562921997,0.263075562921997,1,0,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0.111111111111111
123,52,B,1,1,1945,0,0,2011,9,9,-0.329195804572235,0.432352053987417,0.210709762703582,0.0998987306131051,0.256347494750498,0.256347494750498,3,1,1,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111
124,22,B,1,2,1915,1,0,2011,9,18,0.188895214787704,0.567069599591059,0.318524647146163,0.133637232520481,0.258740459763833,0.258740459763833,3,7,4,0.333333333333333,0.777777777777778,0.444444444444444,0.166666666666667,0.388888888888889,0.222222222222222
125,177,G,0,1,1950,0,0,2011,9,9,0.0995930879734599,0.213265652878237,0.228310665990588,0.0983162911935611,0.111044231582776,0.111044231582776,0,2,1,0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111
126,42,G,0,1,1864,1,0,2011,9,9,0.148080901975193,0.221625299867255,0.345688570566939,0.136641615228235,0.111108274788328,0.111108274788328,5,2,1,0.555555555555556,0.222222222222222,0.111111111111111,0.555555555555556,0.222222222222222,0.111111111111111
127,84,B,1,1,1935,1,0,2011,9,9,0.0226301416052743,0.523959503928202,0.318711643286664,0.135306362372621,0.25797228195809,0.25797228195809,0,0,1,0,0,0.111111111111111,0,0,0.111111111111111
128,11,G,0,1,1950,0,0,2011,9,9,-0.609988590168154,0.116877639959807,0.228310665990588,0.0983162911935611,0.110308464825387,0.110308464825387,3,0,1,0.333333333333333,0,0.111111111111111,0.333333333333333,0,0.111111111111111
129,121,G,0,1,1950,0,0,2011,9,9,-0.109614268620497,0.179884738694393,0.228310665990588,0.0983162911935611,0.110788868389573,0.110788868389573,3,0,2,0.333333333333333,0,0.222222222222222,0.333333333333333,0,0.222222222222222
130,85,B,1,1,1900,1,0,2011,9,9,0.304857297333016,0.596563830227746,0.31839810305943,0.132507142698239,0.259267334208393,0.259267334208393,2,2,1,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111
131,194,G,0,2,1930,1,0,2011,9,18,0.433515370103039,0.275554756025446,0.345688570566939,0.136641615228235,0.111522316693108,0.111522316693108,4,5,1,0.444444444444444,0.555555555555556,0.111111111111111,0.222222222222222,0.277777777777778,0.0555555555555556
132,107,G,0,1,1923,1,0,2011,9,9,-0.241997015654201,0.160978728765467,0.345688570566939,0.136641615228235,0.110644498441186,0.110644498441186,7,2,1,0.777777777777778,0.222222222222222,0.111111111111111,0.777777777777778,0.222222222222222,0.111111111111111
133,77,G,0,1,1942,0,0,2011,9,9,0.0317329219690409,0.201960985022833,0.228310665990588,0.0983162911935611,0.110957685298504,0.110957685298504,4,1,0,0.444444444444444,0.111111111111111,0,0.444444444444444,0.111111111111111,0
134,198,G,0,1,1949,0,0,2011,9,9,0.630163874501606,0.317183603569898,0.228310665990588,0.0983162911935611,0.11184297588882,0.11184297588882,2,0,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.111111111111111
135,249,G,0,1,1925,1,0,2011,9,9,-0.00808104362843687,0.195542403998691,0.345688570566939,0.136641615228235,0.11090857594653,0.11090857594653,2,1,3,0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.333333333333333
136,200,G,0,2,1920,1,0,2011,9,18,0.604438872602775,0.311544659851719,0.345688570566939,0.136641615228235,0.111799486236367,0.111799486236367,6,4,1,0.666666666666667,0.444444444444444,0.111111111111111,0.333333333333333,0.222222222222222,0.0555555555555556
137,160,B,1,1,1925,1,0,2011,9,9,0.733648562284068,0.69810522203046,0.317970932158612,0.12868901649224,0.261089452120245,0.261089452120245,4,2,1,0.444444444444444,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222,0.111111111111111
138,250,B,1,1,1920,1,0,2011,9,9,-0.54846706599264,0.377230784127404,0.319366619035091,0.141144972771538,0.255374776805864,0.255374776805864,6,2,3,0.666666666666667,0.222222222222222,0.333333333333333,0.666666666666667,0.222222222222222,0.333333333333333
139,292,G,0,8,1900,1,0,2011,9,72,-0.0844631986760108,0.18366871600337,0.345688570566939,0.136641615228235,0.110817786188675,0.110817786188675,19,11,6,2.11111111111111,1.22222222222222,0.666666666666667,0.263888888888889,0.152777777777778,0.0833333333333333
140,16,G,0,2,1920,1,0,2011,9,18,-0.391472530608275,0.141616911825053,0.345688570566939,0.136641615228235,0.110496842848144,0.110496842848144,5,4,1,0.555555555555556,0.444444444444444,0.111111111111111,0.277777777777778,0.222222222222222,0.0555555555555556
141,33,B,1,1,1950,0,0,2011,9,9,-0.426979893291327,0.407461589374858,0.210763033978526,0.100617652376071,0.255907797987189,0.255907797987189,1,3,2,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222
142,40,G,0,1,1925,1,0,2011,9,9,-0.557637435154481,0.122436210922873,0.345688570566939,0.136641615228235,0.110350762759891,0.110350762759891,2,1,1,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111
143,10,G,0,1,1900,1,0,2011,9,9,0.786705621430334,0.352641502418151,0.345688570566939,0.136641615228235,0.112116828431326,0.112116828431326,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0
144,200,G,0,2,1910,1,0,2011,9,18,0.604438872602775,0.311544659851719,0.345688570566939,0.136641615228235,0.111799486236367,0.111799486236367,5,4,0,0.555555555555556,0.444444444444444,0,0.277777777777778,0.222222222222222,0
145,125,B,1,1,1930,1,0,2011,9,9,-0.0582306376451048,0.502817172937016,0.318804242437001,0.136132541146452,0.257596381183278,0.257596381183278,4,2,1,0.444444444444444,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222,0.111111111111111
146,265,G,0,1,1950,0,0,2011,9,9,-0.217654557037024,0.1643290510386,0.228310665990588,0.0983162911935611,0.11067006842778,0.11067006842778,3,0,1,0.333333333333333,0,0.111111111111111,0.333333333333333,0,0.111111111111111
147,263,G,0,1,1940,1,0,2011,9,9,0.397002744723476,0.268214514097071,0.345688570566939,0.136641615228235,0.111465871606778,0.111465871606778,4,0,0,0.444444444444444,0,0,0.444444444444444,0,0
148,186,G,0,3,1928,1,0,2011,9,27,-0.216576319616461,0.164478753492473,0.345688570566939,0.136641615228235,0.11067121110943,0.11067121110943,7,2,5,0.777777777777778,0.222222222222222,0.555555555555556,0.259259259259259,0.0740740740740741,0.185185185185185
149,61,B,1,1,,0,0,2011,9,9,1.22615840845044,0.793835536988025,0.209978995254468,0.0900182884520144,0.262819018553285,0.262819018553285,1,1,3,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333
150,252,G,0,1,1950,0,0,2011,9,9,-0.337296537448017,0.148397055141957,0.228310665990588,0.0983162911935611,0.110548526620547,0.110548526620547,2,1,1,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111
151,152,B,1,1,1920,1,0,2011,9,9,-0.935505107932715,0.288212132226905,0.319778352090384,0.144809132121807,0.253811663728526,0.253811663728526,2,0,5,0.222222222222222,0,0.555555555555556,0.222222222222222,0,0.555555555555556
152,54,G,0,1,1920,1,0,2011,9,9,-0.52031718201901,0.126537651204938,0.345688570566939,0.136641615228235,0.110381983059972,0.110381983059972,4,0,0,0.444444444444444,0,0,0.444444444444444,0,0
153,26,G,0,1,1915,1,0,2011,9,9,-1.20568122582518,0.0677495998324555,0.345688570566939,0.136641615228235,0.109935329281056,0.109935329281056,1,2,0,0.111111111111111,0.222222222222222,0,0.111111111111111,0.222222222222222,0
154,235,G,0,1,1945,0,0,2011,9,9,-0.318350233229982,0.150831303067681,0.228310665990588,0.0983162911935611,0.110567088337181,0.110567088337181,5,4,4,0.555555555555556,0.444444444444444,0.444444444444444,0.555555555555556,0.444444444444444,0.444444444444444
155,289,G,0,1,1920,1,0,2011,9,9,0.180020204577249,0.227260321693643,0.345688570566939,0.136641615228235,0.111151465495738,0.111151465495738,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
156,185,G,0,3,1935,1,0,2011,9,27,-0.0241065718427644,0.193003358501161,0.345688570566939,0.136641615228235,0.110889155397685,0.110889155397685,14,4,3,1.55555555555556,0.444444444444444,0.333333333333333,0.518518518518519,0.148148148148148,0.111111111111111
157,253,G,0,1,1920,1,0,2011,9,9,-0.0738108033412424,0.185290084145998,0.345688570566939,0.136641615228235,0.110830179270068,0.110830179270068,4,2,1,0.444444444444444,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222,0.111111111111111
158,115,G,0,1,1935,1,0,2011,9,9,0.611200083683397,0.313021314763806,0.345688570566939,0.136641615228235,0.111810873119183,0.111810873119183,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0
159,10,G,0,1,1925,1,0,2011,9,9,0.786705621430334,0.352641502418151,0.345688570566939,0.136641615228235,0.112116828431326,0.112116828431326,5,1,1,0.555555555555556,0.111111111111111,0.111111111111111,0.555555555555556,0.111111111111111,0.111111111111111
160,54,G,0,1,1951,0,0,2011,9,9,-0.52031718201901,0.126537651204938,0.228310665990588,0.0983162911935611,0.110381983059972,0.110381983059972,3,2,0,0.333333333333333,0.222222222222222,0,0.333333333333333,0.222222222222222,0
161,205,B,1,1,1925,1,0,2011,9,9,0.625696852405944,0.673918380533429,0.318071502453535,0.129588391972272,0.260654270837115,0.260654270837115,3,1,1,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111
162,267,G,0,1,1942,0,0,2011,9,9,-0.72363251024912,0.105566871394179,0.228310665990588,0.0983162911935611,0.110222445608932,0.110222445608932,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
163,25,G,0,1,1925,1,0,2011,9,9,0.674037418351438,0.326927368985427,0.345688570566939,0.136641615228235,0.111918163343942,0.111918163343942,0,5,2,0,0.555555555555556,0.222222222222222,0,0.555555555555556,0.222222222222222
164,52,G,0,2,1978,0,0,2011,9,18,-0.329195804572235,0.149433815394466,0.228310665990588,0.0983162911935611,0.110556431781891,0.110556431781891,5,1,2,0.555555555555556,0.111111111111111,0.222222222222222,0.277777777777778,0.0555555555555556,0.111111111111111
165,282,B,1,1,1920,1,0,2011,9,9,0.995078558447469,0.752037846138077,0.317749292714399,0.126705945619307,0.262062451982537,0.262062451982537,1,2,5,0.111111111111111,0.222222222222222,0.555555555555556,0.111111111111111,0.222222222222222,0.555555555555556
166,215,G,0,1,1945,0,0,2011,9,9,0.22813213496827,0.235940784991751,0.228310665990588,0.0983162911935611,0.111218031428725,0.111218031428725,0,1,0,0,0.111111111111111,0,0,0.111111111111111,0
167,160,G,0,1,1920,1,0,2011,9,9,0.733648562284068,0.34041254625016,0.345688570566939,0.136641615228235,0.112022304675813,0.112022304675813,4,2,0,0.444444444444444,0.222222222222222,0,0.444444444444444,0.222222222222222,0
168,57,B,1,1,1920,1,0,2011,9,9,-0.0764264924260201,0.498055500283504,0.318825179119178,0.136319307040907,0.257511796467477,0.257511796467477,4,3,5,0.444444444444444,0.333333333333333,0.555555555555556,0.444444444444444,0.333333333333333,0.555555555555556
169,105,G,0,1,1915,1,0,2011,9,9,0.364483585390599,0.261783993725552,0.345688570566939,0.136641615228235,0.111416445586479,0.111416445586479,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
170,279,B,1,1,1920,1,0,2011,9,9,0.524146453261017,0.650248865783996,0.318170632366656,0.130474608470425,0.260229099803968,0.260229099803968,2,0,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0.111111111111111
171,270,B,1,2,1930,1,0,2011,9,18,0.566059817066132,0.660120168559903,0.318129204726413,0.130104280984537,0.260406331785997,0.260406331785997,7,4,5,0.777777777777778,0.444444444444444,0.555555555555556,0.388888888888889,0.222222222222222,0.277777777777778
172,134,B,1,1,1925,1,0,2011,9,9,-0.285835688868666,0.443513431483688,0.319067151791136,0.138476937409855,0.256544908755798,0.256544908755798,6,2,4,0.666666666666667,0.222222222222222,0.444444444444444,0.666666666666667,0.222222222222222,0.444444444444444
173,129,G,0,1,1923,1,0,2011,9,9,-1.1125188912895,0.0739081263112474,0.345688570566939,0.136641615228235,0.109982035019838,0.109982035019838,4,1,1,0.444444444444444,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111
174,218,G,0,26,1925,1,0,2011,9,234,0.281762717165277,0.245887781502238,0.345688570566939,0.136641615228235,0.111294358757756,0.111294358757756,71,33,28,7.88888888888889,3.66666666666667,3.11111111111111,0.303418803418803,0.141025641025641,0.11965811965812
175,106,B,1,1,1925,1,0,2011,9,9,0.363839554930955,0.611305634363799,0.318335273645521,0.131945883878372,0.259531078552861,0.259531078552861,3,1,1,0.333333333333333,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111
176,186,G,0,3,1892,1,0,2011,9,27,-0.216576319616461,0.164478753492473,0.345688570566939,0.136641615228235,0.11067121110943,0.11067121110943,5,2,6,0.555555555555556,0.222222222222222,0.666666666666667,0.185185185185185,0.0740740740740741,0.222222222222222
177,285,B,1,1,1950,0,0,2011,9,9,-0.0332501509080799,0.509353380656868,0.210547441938687,0.0977070117620448,0.257712533375641,0.257712533375641,1,2,4,0.111111111111111,0.222222222222222,0.444444444444444,0.111111111111111,0.222222222222222,0.444444444444444
178,26,G,0,1,1925,1,0,2011,9,9,-1.20568122582518,0.0677495998324555,0.345688570566939,0.136641615228235,0.109935329281056,0.109935329281056,4,1,4,0.444444444444444,0.111111111111111,0.444444444444444,0.444444444444444,0.111111111111111,0.444444444444444
179,27,G,0,1,1925,1,0,2011,9,9,0.0740002418149295,0.208948124528387,0.345688570566939,0.136641615228235,0.111011169481384,0.111011169481384,0,1,0,0,0.111111111111111,0,0,0.111111111111111,0
180,7,B,1,1,1945,0,0,2011,9,9,-0.894867827383022,0.296940843415963,0.211004407761999,0.103872832837077,0.253964510527468,0.253964510527468,0,0,2,0,0,0.222222222222222,0,0,0.222222222222222
181,245,B,1,3,1890,1,0,2011,9,27,-0.309076557912539,0.437522735260952,0.319093972500008,0.138715992504822,0.256438930957357,0.256438930957357,12,1,8,1.33333333333333,0.111111111111111,0.888888888888889,0.444444444444444,0.037037037037037,0.296296296296296
182,154,B,1,1,1920,1,0,2011,9,9,-0.250165360264471,0.452741138283339,0.319025933471513,0.138109516099818,0.256708236253761,0.256708236253761,1,1,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0
183,41,G,0,1,1950,0,0,2011,9,9,0.459511185435709,0.280857199027774,0.228310665990588,0.0983162911935611,0.111563109268109,0.111563109268109,3,3,1,0.333333333333333,0.333333333333333,0.111111111111111,0.333333333333333,0.333333333333333,0.111111111111111
184,212,G,0,1,1915,1,0,2011,9,9,-0.350016299169825,0.146781246365814,0.345688570566939,0.136641615228235,0.110536207416877,0.110536207416877,3,2,1,0.333333333333333,0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222,0.111111111111111
185,222,G,0,1,1920,1,0,2011,9,9,0.333772092183358,0.255804469267176,0.345688570566939,0.136641615228235,0.111370505658653,0.111370505658653,1,0,0,0.111111111111111,0,0,0.111111111111111,0,0
186,159,B,1,1,1929,1,0,2011,9,9,1.06840875042257,0.765911020668746,0.3176928584563,0.126200791613034,0.262313324076863,0.262313324076863,3,0,2,0.333333333333333,0,0.222222222222222,0.333333333333333,0,0.222222222222222
187,145,B,1,1,1930,1,0,2011,9,9,-0.480305742216957,0.394085986556688,0.319289897908228,0.140461681808789,0.255671825978535,0.255671825978535,2,2,1,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111
188,57,G,0,1,1925,1,0,2011,9,9,-0.0764264924260201,0.184890924518208,0.345688570566939,0.136641615228235,0.110827128126945,0.110827128126945,4,0,1,0.444444444444444,0,0.111111111111111,0.444444444444444,0,0.111111111111111
189,148,B,1,31,2017,0,1,2017,3,93,-0.620503186923837,0.359749660571796,0.242593814771713,0.10687501669977,0.255067061236016,0.255067061236016,14,5,19,4.66666666666667,1.66666666666667,6.33333333333333,0.150537634408602,0.0537634408602151,0.204301075268817
190,163,G,0,2,1960,0,0,2011,9,18,-0.370200387168001,0.144247450533561,0.228310665990588,0.0983162911935611,0.110516892086415,0.110516892086415,3,3,1,0.333333333333333,0.333333333333333,0.111111111111111,0.166666666666667,0.166666666666667,0.0555555555555556
