scenario,c_source,bC_M_note,m0,bM_C,mean_m_rate_cf,zero_share_m_cf,beta_maint_on_c_rate_cf
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,1.25,0.0832304842340749,0,0.780919047418506
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,1.5,0.0870261291851718,0,0.925321603813833
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,1.75,0.0913816594589576,0,1.06726694084783
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,2,0.0964126722849386,0,1.20738607939039
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,2.25,0.102263166748883,0,1.346214111042
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,2.5,0.109113409917858,0,1.48414240814262
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,2.75,0.117190194040497,0,1.621395511701
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.08,3,0.126780265492053,0,1.75803192986917
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.12,-0.5,0.0994984569336108,0,-0.338208751734401
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.12,-0.25,0.102068293915907,0,-0.165490100112795
fixed_c_rate_no_reverse_feedback,c_rate,interpreted_without_reverse_feedback,0.12,0,0.104900743235098,0,0.00301796607716321
