term,estimate,std_error,t_value,p_value,sample,outcome,fe,block,conf_low,conf_high
building_type::OTHER:tc_black_c,-0.00529943148445334,0.0043421151045541,-1.22047236354817,0.223078084996162,pre,severe,tract,suppression,-0.0138099770893794,0.00321111412047271
building_type::SMALL_MULTI_2_4:tc_black_c,0.00138257761714727,0.00202940555140315,0.681272215990216,0.496133637211147,pre,severe,tract,suppression,-0.0025950572636029,0.00536021249789743
building_type::TWIN:tc_black_c,0.00233010202125574,0.00237252998017681,0.982116997772181,0.326696328310168,pre,severe,tract,suppression,-0.00232005673989081,0.00698026078240229
building_type::COMMERCIAL:tc_female_c,0.00737224917246513,0.00727201768860831,1.01378317382449,0.311361465357976,pre,severe,tract,suppression,-0.00688090549720716,0.0216254038421374
building_type::DETACHED:tc_female_c,-0.00145959005045358,0.00358647809198679,-0.406970295933138,0.684269665032619,pre,severe,tract,suppression,-0.0084890871107477,0.00556990700984053
building_type::HIGHRISE_MULTI:tc_female_c,-0.357251286884774,0.273910353007944,-1.30426354083233,0.192970114923124,pre,severe,tract,suppression,-0.894115578780345,0.179613005010797
building_type::LOWRISE_MULTI:tc_female_c,-0.0099194347046686,0.00639752785703371,-1.55051059195666,0.121890388989341,pre,severe,tract,suppression,-0.0224585893044547,0.00261971989511748
building_type::MIDRISE_MULTI:tc_female_c,0.0154737450973144,0.0125737459860459,1.23063923149766,0.219254656037077,pre,severe,tract,suppression,-0.00917079703533562,0.0401182872299643
building_type::OTHER:tc_female_c,0.00859394837728031,0.00748669983889766,1.14789540948735,0.251767668853964,pre,severe,tract,suppression,-0.0060799833069591,0.0232678800615197
building_type::SMALL_MULTI_2_4:tc_female_c,-0.0011567408131228,0.00209644701937585,-0.551762483111636,0.581450599919752,pre,severe,tract,suppression,-0.00526577697109946,0.00295229534485385
building_type::TWIN:tc_female_c,0.000497663180492433,0.00181284655786893,0.274520299764066,0.783840968966537,pre,severe,tract,suppression,-0.00305551607293067,0.00405084243391554
tc_black_c,0.000976754374681515,0.00129767151445582,0.752697708010584,0.451780330214108,pre,severe,bg,suppression,-0.00156668179365188,0.00352019054301491
tc_female_c,0.000105764075860168,0.000893787836882875,0.118332417936034,0.905824225785971,pre,severe,bg,suppression,-0.00164606008443027,0.0018575882361506
tc_black_female_c,-0.000192842175909251,0.00157098255766047,-0.122752588797953,0.902323728691463,pre,severe,bg,suppression,-0.00327196798892377,0.00288628363710526
tc_cov_c,0.00086579334006297,0.00118946379467308,0.727885408484361,0.466826806928929,pre,severe,bg,suppression,-0.00146555569749626,0.0031971423776222
tenant_comp_missing,0.000306047334920217,0.000511672590462463,0.598131189016013,0.549866121496602,pre,severe,bg,suppression,-0.000696830942386211,0.00130892561222664
building_type::COMMERCIAL:tc_black_c,-0.0243310213369503,0.0185634178084237,-1.31069728581498,0.190212735587989,pre,severe,bg,suppression,-0.0607153202414607,0.0120532775675601
building_type::DETACHED:tc_black_c,0.00812317659621706,0.00591361968707153,1.37363865552195,0.169812382526638,pre,severe,bg,suppression,-0.00346751799044313,0.0197138711828773
building_type::HIGHRISE_MULTI:tc_black_c,-0.064326468345419,0.0585353934308801,-1.09893287761664,0.272019438061351,pre,severe,bg,suppression,-0.179055839469944,0.050402902779106
building_type::LOWRISE_MULTI:tc_black_c,0.0109677623777098,0.00750669954705961,1.4610631888159,0.144261861327629,pre,severe,bg,suppression,-0.00374536873452706,0.0256808934899466
building_type::MIDRISE_MULTI:tc_black_c,-0.0114964756969344,0.0327443036999961,-0.351098493413245,0.725576554141647,pre,severe,bg,suppression,-0.0756753109489268,0.052682359555058
building_type::OTHER:tc_black_c,-0.00321545200164065,0.00568231778972094,-0.565869794796986,0.571588890663087,pre,severe,bg,suppression,-0.0143527948694937,0.0079218908662124
building_type::SMALL_MULTI_2_4:tc_black_c,0.000492878065463574,0.00238461164091404,0.206691126138531,0.836286417331604,pre,severe,bg,suppression,-0.00418096075072795,0.00516671688165509
building_type::TWIN:tc_black_c,0.00102918187365133,0.00236678327946755,0.434844154333752,0.66375433037251,pre,severe,bg,suppression,-0.00360971335410506,0.00566807710140772
building_type::COMMERCIAL:tc_female_c,0.00968138217821181,0.00892144158484037,1.0851813673995,0.278060938953043,pre,severe,bg,suppression,-0.0078046433280753,0.0271674076844989
building_type::DETACHED:tc_female_c,-0.00204011867030899,0.0033919646024404,-0.601456356248881,0.547650532495329,pre,severe,bg,suppression,-0.00868836929109217,0.0046081319504742
building_type::HIGHRISE_MULTI:tc_female_c,-0.274879797819687,0.266774297760675,-1.03038336199196,0.303039276983625,pre,severe,bg,suppression,-0.79775742143061,0.247997825791235
