retaliatory_status,building_type,num_units_bin,high_filing_longrun,intersection_group_bw,n_cases,within_bin_share
non_retaliatory,COMMERCIAL,1,high_filing,White+Male,3,0.0789473684210526
non_retaliatory,COMMERCIAL,1,high_filing,White+Female,3,0.0789473684210526
non_retaliatory,COMMERCIAL,1,high_filing,Black+Male,14,0.368421052631579
non_retaliatory,COMMERCIAL,1,high_filing,Black+Female,18,0.473684210526316
non_retaliatory,COMMERCIAL,1,low_or_mid_filing,White+Male,24,0.269662921348315
non_retaliatory,COMMERCIAL,1,low_or_mid_filing,White+Female,13,0.146067415730337
non_retaliatory,COMMERCIAL,1,low_or_mid_filing,Black+Male,14,0.157303370786517
non_retaliatory,COMMERCIAL,1,low_or_mid_filing,Black+Female,38,0.426966292134831
non_retaliatory,COMMERCIAL,2-5,high_filing,White+Male,19,0.292307692307692
non_retaliatory,COMMERCIAL,2-5,high_filing,White+Female,17,0.261538461538462
non_retaliatory,COMMERCIAL,2-5,high_filing,Black+Male,9,0.138461538461538
non_retaliatory,COMMERCIAL,2-5,high_filing,Black+Female,20,0.307692307692308
non_retaliatory,COMMERCIAL,2-5,low_or_mid_filing,White+Male,31,0.22962962962963
non_retaliatory,COMMERCIAL,2-5,low_or_mid_filing,White+Female,23,0.17037037037037
non_retaliatory,COMMERCIAL,2-5,low_or_mid_filing,Black+Male,36,0.266666666666667
non_retaliatory,COMMERCIAL,2-5,low_or_mid_filing,Black+Female,45,0.333333333333333
non_retaliatory,COMMERCIAL,21-50,low_or_mid_filing,White+Male,28,0.383561643835616
non_retaliatory,COMMERCIAL,21-50,low_or_mid_filing,White+Female,18,0.246575342465753
non_retaliatory,COMMERCIAL,21-50,low_or_mid_filing,Black+Male,12,0.164383561643836
non_retaliatory,COMMERCIAL,21-50,low_or_mid_filing,Black+Female,15,0.205479452054795
non_retaliatory,COMMERCIAL,21-50,missing,White+Male,1,0.142857142857143
non_retaliatory,COMMERCIAL,21-50,missing,White+Female,2,0.285714285714286
non_retaliatory,COMMERCIAL,21-50,missing,Black+Male,1,0.142857142857143
non_retaliatory,COMMERCIAL,21-50,missing,Black+Female,3,0.428571428571429
non_retaliatory,COMMERCIAL,51+,low_or_mid_filing,White+Male,24,0.406779661016949
non_retaliatory,COMMERCIAL,51+,low_or_mid_filing,White+Female,14,0.23728813559322
non_retaliatory,COMMERCIAL,51+,low_or_mid_filing,Black+Male,8,0.135593220338983
non_retaliatory,COMMERCIAL,51+,low_or_mid_filing,Black+Female,13,0.220338983050847
non_retaliatory,COMMERCIAL,6-20,high_filing,White+Male,56,0.518518518518519
non_retaliatory,COMMERCIAL,6-20,high_filing,White+Female,45,0.416666666666667
non_retaliatory,COMMERCIAL,6-20,high_filing,Black+Female,7,0.0648148148148148
non_retaliatory,COMMERCIAL,6-20,low_or_mid_filing,White+Male,50,0.280898876404494
non_retaliatory,COMMERCIAL,6-20,low_or_mid_filing,White+Female,24,0.134831460674157
non_retaliatory,COMMERCIAL,6-20,low_or_mid_filing,Black+Male,63,0.353932584269663
non_retaliatory,COMMERCIAL,6-20,low_or_mid_filing,Black+Female,41,0.230337078651685
non_retaliatory,DETACHED,1,high_filing,White+Male,56,0.127272727272727
non_retaliatory,DETACHED,1,high_filing,White+Female,86,0.195454545454545
non_retaliatory,DETACHED,1,high_filing,Black+Male,67,0.152272727272727
non_retaliatory,DETACHED,1,high_filing,Black+Female,231,0.525
non_retaliatory,DETACHED,1,low_or_mid_filing,White+Male,59,0.163434903047091
non_retaliatory,DETACHED,1,low_or_mid_filing,White+Female,98,0.271468144044321
non_retaliatory,DETACHED,1,low_or_mid_filing,Black+Male,43,0.119113573407202
non_retaliatory,DETACHED,1,low_or_mid_filing,Black+Female,161,0.445983379501385
non_retaliatory,DETACHED,2-5,high_filing,White+Male,22,0.229166666666667
non_retaliatory,DETACHED,2-5,high_filing,White+Female,39,0.40625
non_retaliatory,DETACHED,2-5,high_filing,Black+Male,10,0.104166666666667
non_retaliatory,DETACHED,2-5,high_filing,Black+Female,25,0.260416666666667
non_retaliatory,DETACHED,2-5,low_or_mid_filing,White+Male,33,0.275
non_retaliatory,DETACHED,2-5,low_or_mid_filing,White+Female,24,0.2
non_retaliatory,DETACHED,2-5,low_or_mid_filing,Black+Male,20,0.166666666666667
non_retaliatory,DETACHED,2-5,low_or_mid_filing,Black+Female,43,0.358333333333333
non_retaliatory,DETACHED,6-20,low_or_mid_filing,White+Male,4,0.19047619047619
non_retaliatory,DETACHED,6-20,low_or_mid_filing,White+Female,3,0.142857142857143
non_retaliatory,DETACHED,6-20,low_or_mid_filing,Black+Male,3,0.142857142857143
non_retaliatory,DETACHED,6-20,low_or_mid_filing,Black+Female,11,0.523809523809524
non_retaliatory,DETACHED,6-20,missing,Black+Female,1,1
non_retaliatory,HIGHRISE_MULTI,1,high_filing,White+Male,31,0.246031746031746
non_retaliatory,HIGHRISE_MULTI,1,high_filing,White+Female,68,0.53968253968254
non_retaliatory,HIGHRISE_MULTI,1,high_filing,Black+Male,7,0.0555555555555556
non_retaliatory,HIGHRISE_MULTI,1,high_filing,Black+Female,20,0.158730158730159
non_retaliatory,HIGHRISE_MULTI,1,low_or_mid_filing,White+Female,1,1
non_retaliatory,HIGHRISE_MULTI,2-5,high_filing,White+Male,23,0.178294573643411
non_retaliatory,HIGHRISE_MULTI,2-5,high_filing,White+Female,23,0.178294573643411
non_retaliatory,HIGHRISE_MULTI,2-5,high_filing,Black+Male,14,0.108527131782946
non_retaliatory,HIGHRISE_MULTI,2-5,high_filing,Black+Female,69,0.534883720930233
non_retaliatory,HIGHRISE_MULTI,2-5,low_or_mid_filing,White+Male,3,0.111111111111111
non_retaliatory,HIGHRISE_MULTI,2-5,low_or_mid_filing,White+Female,2,0.0740740740740741
non_retaliatory,HIGHRISE_MULTI,2-5,low_or_mid_filing,Black+Male,3,0.111111111111111
non_retaliatory,HIGHRISE_MULTI,2-5,low_or_mid_filing,Black+Female,19,0.703703703703704
non_retaliatory,HIGHRISE_MULTI,21-50,high_filing,White+Male,57,0.268867924528302
non_retaliatory,HIGHRISE_MULTI,21-50,high_filing,White+Female,52,0.245283018867925
non_retaliatory,HIGHRISE_MULTI,21-50,high_filing,Black+Male,22,0.10377358490566
non_retaliatory,HIGHRISE_MULTI,21-50,high_filing,Black+Female,81,0.382075471698113
non_retaliatory,HIGHRISE_MULTI,21-50,low_or_mid_filing,White+Male,106,0.18694885361552
non_retaliatory,HIGHRISE_MULTI,21-50,low_or_mid_filing,White+Female,122,0.215167548500882
non_retaliatory,HIGHRISE_MULTI,21-50,low_or_mid_filing,Black+Male,53,0.0934744268077601
non_retaliatory,HIGHRISE_MULTI,21-50,low_or_mid_filing,Black+Female,286,0.504409171075838
non_retaliatory,HIGHRISE_MULTI,51+,high_filing,White+Male,310,0.222063037249284
non_retaliatory,HIGHRISE_MULTI,51+,high_filing,White+Female,288,0.206303724928367
non_retaliatory,HIGHRISE_MULTI,51+,high_filing,Black+Male,309,0.22134670487106
non_retaliatory,HIGHRISE_MULTI,51+,high_filing,Black+Female,489,0.350286532951289
non_retaliatory,HIGHRISE_MULTI,51+,low_or_mid_filing,White+Male,735,0.189237899073121
non_retaliatory,HIGHRISE_MULTI,51+,low_or_mid_filing,White+Female,719,0.185118434603502
non_retaliatory,HIGHRISE_MULTI,51+,low_or_mid_filing,Black+Male,301,0.0774974253347065
non_retaliatory,HIGHRISE_MULTI,51+,low_or_mid_filing,Black+Female,2129,0.548146240988672
non_retaliatory,HIGHRISE_MULTI,51+,missing,Black+Male,2,1
non_retaliatory,HIGHRISE_MULTI,6-20,high_filing,White+Male,48,0.342857142857143
non_retaliatory,HIGHRISE_MULTI,6-20,high_filing,White+Female,22,0.157142857142857
non_retaliatory,HIGHRISE_MULTI,6-20,high_filing,Black+Male,21,0.15
non_retaliatory,HIGHRISE_MULTI,6-20,high_filing,Black+Female,49,0.35
non_retaliatory,HIGHRISE_MULTI,6-20,low_or_mid_filing,White+Male,8,0.16
non_retaliatory,HIGHRISE_MULTI,6-20,low_or_mid_filing,White+Female,9,0.18
non_retaliatory,HIGHRISE_MULTI,6-20,low_or_mid_filing,Black+Male,8,0.16
non_retaliatory,HIGHRISE_MULTI,6-20,low_or_mid_filing,Black+Female,25,0.5
non_retaliatory,LOWRISE_MULTI,1,high_filing,White+Male,213,0.197222222222222
non_retaliatory,LOWRISE_MULTI,1,high_filing,White+Female,216,0.2
non_retaliatory,LOWRISE_MULTI,1,high_filing,Black+Male,195,0.180555555555556
non_retaliatory,LOWRISE_MULTI,1,high_filing,Black+Female,456,0.422222222222222
non_retaliatory,LOWRISE_MULTI,1,low_or_mid_filing,White+Male,71,0.321266968325792
non_retaliatory,LOWRISE_MULTI,1,low_or_mid_filing,White+Female,53,0.239819004524887
non_retaliatory,LOWRISE_MULTI,1,low_or_mid_filing,Black+Male,27,0.122171945701357
non_retaliatory,LOWRISE_MULTI,1,low_or_mid_filing,Black+Female,70,0.316742081447964
non_retaliatory,LOWRISE_MULTI,1,missing,Black+Male,2,0.2
non_retaliatory,LOWRISE_MULTI,1,missing,Black+Female,8,0.8
non_retaliatory,LOWRISE_MULTI,2-5,high_filing,White+Male,343,0.143755238893546
non_retaliatory,LOWRISE_MULTI,2-5,high_filing,White+Female,370,0.155071248952221
non_retaliatory,LOWRISE_MULTI,2-5,high_filing,Black+Male,564,0.236378876781224
non_retaliatory,LOWRISE_MULTI,2-5,high_filing,Black+Female,1109,0.464794635373009
non_retaliatory,LOWRISE_MULTI,2-5,low_or_mid_filing,White+Male,385,0.292553191489362
non_retaliatory,LOWRISE_MULTI,2-5,low_or_mid_filing,White+Female,333,0.253039513677812
non_retaliatory,LOWRISE_MULTI,2-5,low_or_mid_filing,Black+Male,200,0.151975683890578
non_retaliatory,LOWRISE_MULTI,2-5,low_or_mid_filing,Black+Female,398,0.302431610942249
non_retaliatory,LOWRISE_MULTI,2-5,missing,Black+Male,1,0.0625
non_retaliatory,LOWRISE_MULTI,2-5,missing,Black+Female,15,0.9375
non_retaliatory,LOWRISE_MULTI,21-50,high_filing,White+Male,829,0.191145953424026
non_retaliatory,LOWRISE_MULTI,21-50,high_filing,White+Female,941,0.216970255937284
non_retaliatory,LOWRISE_MULTI,21-50,high_filing,Black+Male,882,0.203366382291907
non_retaliatory,LOWRISE_MULTI,21-50,high_filing,Black+Female,1685,0.388517408346784
non_retaliatory,LOWRISE_MULTI,21-50,low_or_mid_filing,White+Male,453,0.197471665213601
non_retaliatory,LOWRISE_MULTI,21-50,low_or_mid_filing,White+Female,498,0.217088055797733
non_retaliatory,LOWRISE_MULTI,21-50,low_or_mid_filing,Black+Male,336,0.146469049694856
non_retaliatory,LOWRISE_MULTI,21-50,low_or_mid_filing,Black+Female,1007,0.43897122929381
non_retaliatory,LOWRISE_MULTI,21-50,missing,White+Male,11,0.211538461538462
non_retaliatory,LOWRISE_MULTI,21-50,missing,White+Female,11,0.211538461538462
non_retaliatory,LOWRISE_MULTI,21-50,missing,Black+Male,13,0.25
non_retaliatory,LOWRISE_MULTI,21-50,missing,Black+Female,17,0.326923076923077
non_retaliatory,LOWRISE_MULTI,51+,high_filing,White+Male,979,0.287265258215962
non_retaliatory,LOWRISE_MULTI,51+,high_filing,White+Female,1036,0.303990610328639
non_retaliatory,LOWRISE_MULTI,51+,high_filing,Black+Male,492,0.144366197183099
non_retaliatory,LOWRISE_MULTI,51+,high_filing,Black+Female,901,0.264377934272301
non_retaliatory,LOWRISE_MULTI,51+,low_or_mid_filing,White+Male,417,0.297008547008547
non_retaliatory,LOWRISE_MULTI,51+,low_or_mid_filing,White+Female,494,0.351851851851852
non_retaliatory,LOWRISE_MULTI,51+,low_or_mid_filing,Black+Male,150,0.106837606837607
non_retaliatory,LOWRISE_MULTI,51+,low_or_mid_filing,Black+Female,343,0.244301994301994
non_retaliatory,LOWRISE_MULTI,51+,missing,Black+Male,6,0.5
non_retaliatory,LOWRISE_MULTI,51+,missing,Black+Female,6,0.5
non_retaliatory,LOWRISE_MULTI,6-20,high_filing,White+Male,585,0.182869646764614
non_retaliatory,LOWRISE_MULTI,6-20,high_filing,White+Female,699,0.218505783057205
non_retaliatory,LOWRISE_MULTI,6-20,high_filing,Black+Male,559,0.174742106908409
non_retaliatory,LOWRISE_MULTI,6-20,high_filing,Black+Female,1356,0.423882463269772
non_retaliatory,LOWRISE_MULTI,6-20,low_or_mid_filing,White+Male,600,0.281030444964871
non_retaliatory,LOWRISE_MULTI,6-20,low_or_mid_filing,White+Female,490,0.229508196721311
non_retaliatory,LOWRISE_MULTI,6-20,low_or_mid_filing,Black+Male,300,0.140515222482436
non_retaliatory,LOWRISE_MULTI,6-20,low_or_mid_filing,Black+Female,745,0.348946135831382
non_retaliatory,LOWRISE_MULTI,6-20,missing,White+Male,9,0.160714285714286
non_retaliatory,LOWRISE_MULTI,6-20,missing,White+Female,14,0.25
non_retaliatory,LOWRISE_MULTI,6-20,missing,Black+Male,10,0.178571428571429
non_retaliatory,LOWRISE_MULTI,6-20,missing,Black+Female,23,0.410714285714286
non_retaliatory,MIDRISE_MULTI,1,high_filing,White+Male,28,0.32183908045977
non_retaliatory,MIDRISE_MULTI,1,high_filing,White+Female,32,0.367816091954023
non_retaliatory,MIDRISE_MULTI,1,high_filing,Black+Male,16,0.183908045977012
non_retaliatory,MIDRISE_MULTI,1,high_filing,Black+Female,11,0.126436781609195
non_retaliatory,MIDRISE_MULTI,1,low_or_mid_filing,White+Male,9,0.428571428571429
non_retaliatory,MIDRISE_MULTI,1,low_or_mid_filing,White+Female,5,0.238095238095238
non_retaliatory,MIDRISE_MULTI,1,low_or_mid_filing,Black+Male,4,0.19047619047619
non_retaliatory,MIDRISE_MULTI,1,low_or_mid_filing,Black+Female,3,0.142857142857143
non_retaliatory,MIDRISE_MULTI,2-5,high_filing,White+Male,63,0.375
non_retaliatory,MIDRISE_MULTI,2-5,high_filing,White+Female,44,0.261904761904762
non_retaliatory,MIDRISE_MULTI,2-5,high_filing,Black+Male,26,0.154761904761905
non_retaliatory,MIDRISE_MULTI,2-5,high_filing,Black+Female,35,0.208333333333333
non_retaliatory,MIDRISE_MULTI,2-5,low_or_mid_filing,White+Male,136,0.555102040816327
non_retaliatory,MIDRISE_MULTI,2-5,low_or_mid_filing,White+Female,79,0.322448979591837
non_retaliatory,MIDRISE_MULTI,2-5,low_or_mid_filing,Black+Male,7,0.0285714285714286
non_retaliatory,MIDRISE_MULTI,2-5,low_or_mid_filing,Black+Female,23,0.0938775510204082
non_retaliatory,MIDRISE_MULTI,2-5,missing,Black+Male,5,0.454545454545455
non_retaliatory,MIDRISE_MULTI,2-5,missing,Black+Female,6,0.545454545454545
non_retaliatory,MIDRISE_MULTI,21-50,high_filing,White+Male,93,0.33695652173913
non_retaliatory,MIDRISE_MULTI,21-50,high_filing,White+Female,45,0.16304347826087
non_retaliatory,MIDRISE_MULTI,21-50,high_filing,Black+Male,57,0.206521739130435
non_retaliatory,MIDRISE_MULTI,21-50,high_filing,Black+Female,81,0.293478260869565
non_retaliatory,MIDRISE_MULTI,21-50,low_or_mid_filing,White+Male,93,0.320689655172414
non_retaliatory,MIDRISE_MULTI,21-50,low_or_mid_filing,White+Female,61,0.210344827586207
non_retaliatory,MIDRISE_MULTI,21-50,low_or_mid_filing,Black+Male,57,0.196551724137931
non_retaliatory,MIDRISE_MULTI,21-50,low_or_mid_filing,Black+Female,79,0.272413793103448
non_retaliatory,MIDRISE_MULTI,21-50,missing,White+Male,11,0.354838709677419
non_retaliatory,MIDRISE_MULTI,21-50,missing,White+Female,8,0.258064516129032
non_retaliatory,MIDRISE_MULTI,21-50,missing,Black+Male,5,0.161290322580645
non_retaliatory,MIDRISE_MULTI,21-50,missing,Black+Female,7,0.225806451612903
non_retaliatory,MIDRISE_MULTI,51+,high_filing,White+Male,128,0.27765726681128
non_retaliatory,MIDRISE_MULTI,51+,high_filing,White+Female,120,0.260303687635575
non_retaliatory,MIDRISE_MULTI,51+,high_filing,Black+Male,63,0.136659436008677
non_retaliatory,MIDRISE_MULTI,51+,high_filing,Black+Female,150,0.325379609544469
non_retaliatory,MIDRISE_MULTI,51+,low_or_mid_filing,White+Male,224,0.335832083958021
non_retaliatory,MIDRISE_MULTI,51+,low_or_mid_filing,White+Female,173,0.259370314842579
non_retaliatory,MIDRISE_MULTI,51+,low_or_mid_filing,Black+Male,130,0.194902548725637
non_retaliatory,MIDRISE_MULTI,51+,low_or_mid_filing,Black+Female,140,0.209895052473763
non_retaliatory,MIDRISE_MULTI,51+,missing,White+Male,15,0.365853658536585
non_retaliatory,MIDRISE_MULTI,51+,missing,White+Female,17,0.414634146341463
non_retaliatory,MIDRISE_MULTI,51+,missing,Black+Male,1,0.024390243902439
non_retaliatory,MIDRISE_MULTI,51+,missing,Black+Female,8,0.195121951219512
non_retaliatory,MIDRISE_MULTI,6-20,high_filing,White+Male,32,0.372093023255814
non_retaliatory,MIDRISE_MULTI,6-20,high_filing,White+Female,34,0.395348837209302
non_retaliatory,MIDRISE_MULTI,6-20,high_filing,Black+Male,8,0.0930232558139535
non_retaliatory,MIDRISE_MULTI,6-20,high_filing,Black+Female,12,0.13953488372093
non_retaliatory,MIDRISE_MULTI,6-20,low_or_mid_filing,White+Male,118,0.483606557377049
non_retaliatory,MIDRISE_MULTI,6-20,low_or_mid_filing,White+Female,93,0.381147540983607
non_retaliatory,MIDRISE_MULTI,6-20,low_or_mid_filing,Black+Male,13,0.0532786885245902
non_retaliatory,MIDRISE_MULTI,6-20,low_or_mid_filing,Black+Female,20,0.0819672131147541
non_retaliatory,MIDRISE_MULTI,6-20,missing,White+Male,1,0.0909090909090909
non_retaliatory,MIDRISE_MULTI,6-20,missing,White+Female,1,0.0909090909090909
non_retaliatory,MIDRISE_MULTI,6-20,missing,Black+Male,6,0.545454545454545
non_retaliatory,MIDRISE_MULTI,6-20,missing,Black+Female,3,0.272727272727273
non_retaliatory,OTHER,1,high_filing,White+Male,59,0.224334600760456
non_retaliatory,OTHER,1,high_filing,White+Female,58,0.220532319391635
non_retaliatory,OTHER,1,high_filing,Black+Male,55,0.209125475285171
non_retaliatory,OTHER,1,high_filing,Black+Female,91,0.346007604562738
non_retaliatory,OTHER,1,low_or_mid_filing,White+Male,41,0.133986928104575
non_retaliatory,OTHER,1,low_or_mid_filing,White+Female,65,0.212418300653595
non_retaliatory,OTHER,1,low_or_mid_filing,Black+Male,64,0.209150326797386
non_retaliatory,OTHER,1,low_or_mid_filing,Black+Female,136,0.444444444444444
non_retaliatory,OTHER,1,missing,Black+Male,1,1
non_retaliatory,OTHER,2-5,high_filing,White+Male,24,0.333333333333333
non_retaliatory,OTHER,2-5,high_filing,White+Female,12,0.166666666666667
non_retaliatory,OTHER,2-5,high_filing,Black+Male,3,0.0416666666666667
non_retaliatory,OTHER,2-5,high_filing,Black+Female,33,0.458333333333333
non_retaliatory,OTHER,2-5,low_or_mid_filing,White+Male,65,0.266393442622951
non_retaliatory,OTHER,2-5,low_or_mid_filing,White+Female,46,0.188524590163934
non_retaliatory,OTHER,2-5,low_or_mid_filing,Black+Male,51,0.209016393442623
non_retaliatory,OTHER,2-5,low_or_mid_filing,Black+Female,82,0.336065573770492
non_retaliatory,OTHER,2-5,missing,White+Male,1,0.333333333333333
non_retaliatory,OTHER,2-5,missing,Black+Female,2,0.666666666666667
non_retaliatory,OTHER,21-50,high_filing,White+Male,20,0.153846153846154
non_retaliatory,OTHER,21-50,high_filing,White+Female,18,0.138461538461538
non_retaliatory,OTHER,21-50,high_filing,Black+Male,21,0.161538461538462
non_retaliatory,OTHER,21-50,high_filing,Black+Female,71,0.546153846153846
non_retaliatory,OTHER,21-50,low_or_mid_filing,White+Male,63,0.386503067484663
non_retaliatory,OTHER,21-50,low_or_mid_filing,White+Female,50,0.306748466257669
non_retaliatory,OTHER,21-50,low_or_mid_filing,Black+Male,22,0.134969325153374
non_retaliatory,OTHER,21-50,low_or_mid_filing,Black+Female,28,0.171779141104294
non_retaliatory,OTHER,21-50,missing,White+Male,1,1
non_retaliatory,OTHER,51+,high_filing,White+Male,12,0.137931034482759
non_retaliatory,OTHER,51+,high_filing,White+Female,16,0.183908045977012
non_retaliatory,OTHER,51+,high_filing,Black+Male,10,0.114942528735632
non_retaliatory,OTHER,51+,high_filing,Black+Female,49,0.563218390804598
non_retaliatory,OTHER,51+,low_or_mid_filing,White+Male,423,0.462800875273523
non_retaliatory,OTHER,51+,low_or_mid_filing,White+Female,410,0.448577680525164
non_retaliatory,OTHER,51+,low_or_mid_filing,Black+Male,26,0.0284463894967177
non_retaliatory,OTHER,51+,low_or_mid_filing,Black+Female,55,0.0601750547045952
non_retaliatory,OTHER,51+,missing,White+Male,6,0.461538461538462
non_retaliatory,OTHER,51+,missing,White+Female,4,0.307692307692308
non_retaliatory,OTHER,51+,missing,Black+Male,3,0.230769230769231
non_retaliatory,OTHER,6-20,high_filing,White+Male,4,0.235294117647059
non_retaliatory,OTHER,6-20,high_filing,White+Female,2,0.117647058823529
non_retaliatory,OTHER,6-20,high_filing,Black+Male,2,0.117647058823529
non_retaliatory,OTHER,6-20,high_filing,Black+Female,9,0.529411764705882
non_retaliatory,OTHER,6-20,low_or_mid_filing,White+Male,44,0.293333333333333
non_retaliatory,OTHER,6-20,low_or_mid_filing,White+Female,27,0.18
non_retaliatory,OTHER,6-20,low_or_mid_filing,Black+Male,29,0.193333333333333
non_retaliatory,OTHER,6-20,low_or_mid_filing,Black+Female,50,0.333333333333333
non_retaliatory,OTHER,6-20,missing,White+Male,1,0.0769230769230769
non_retaliatory,OTHER,6-20,missing,White+Female,2,0.153846153846154
non_retaliatory,OTHER,6-20,missing,Black+Male,2,0.153846153846154
non_retaliatory,OTHER,6-20,missing,Black+Female,8,0.615384615384615
non_retaliatory,ROW,1,high_filing,White+Male,2019,0.0666248680042239
non_retaliatory,ROW,1,high_filing,White+Female,4020,0.132655755015839
non_retaliatory,ROW,1,high_filing,Black+Male,5514,0.181956177402323
non_retaliatory,ROW,1,high_filing,Black+Female,18751,0.618763199577614
non_retaliatory,ROW,1,low_or_mid_filing,White+Male,1722,0.0793475255736798
non_retaliatory,ROW,1,low_or_mid_filing,White+Female,3285,0.151368537461985
non_retaliatory,ROW,1,low_or_mid_filing,Black+Male,3391,0.156252879918902
non_retaliatory,ROW,1,low_or_mid_filing,Black+Female,13304,0.613031057045434
non_retaliatory,ROW,1,missing,White+Female,1,0.0588235294117647
non_retaliatory,ROW,1,missing,Black+Male,11,0.647058823529412
non_retaliatory,ROW,1,missing,Black+Female,5,0.294117647058824
non_retaliatory,ROW,2-5,high_filing,White+Male,203,0.119131455399061
non_retaliatory,ROW,2-5,high_filing,White+Female,220,0.129107981220657
non_retaliatory,ROW,2-5,high_filing,Black+Male,441,0.258802816901408
non_retaliatory,ROW,2-5,high_filing,Black+Female,840,0.492957746478873
non_retaliatory,ROW,2-5,low_or_mid_filing,White+Male,509,0.155041120925982
non_retaliatory,ROW,2-5,low_or_mid_filing,White+Female,586,0.178495278708498
non_retaliatory,ROW,2-5,low_or_mid_filing,Black+Male,663,0.201949436491014
non_retaliatory,ROW,2-5,low_or_mid_filing,Black+Female,1525,0.464514163874505
non_retaliatory,ROW,2-5,missing,White+Male,9,0.126760563380282
non_retaliatory,ROW,2-5,missing,White+Female,13,0.183098591549296
non_retaliatory,ROW,2-5,missing,Black+Male,15,0.211267605633803
non_retaliatory,ROW,2-5,missing,Black+Female,34,0.47887323943662
non_retaliatory,ROW,21-50,low_or_mid_filing,White+Male,4,0.137931034482759
non_retaliatory,ROW,21-50,low_or_mid_filing,White+Female,23,0.793103448275862
non_retaliatory,ROW,21-50,low_or_mid_filing,Black+Male,1,0.0344827586206897
non_retaliatory,ROW,21-50,low_or_mid_filing,Black+Female,1,0.0344827586206897
non_retaliatory,ROW,51+,low_or_mid_filing,White+Male,2,0.0769230769230769
non_retaliatory,ROW,51+,low_or_mid_filing,Black+Male,10,0.384615384615385
non_retaliatory,ROW,51+,low_or_mid_filing,Black+Female,14,0.538461538461538
non_retaliatory,ROW,6-20,high_filing,Black+Male,14,0.378378378378378
non_retaliatory,ROW,6-20,high_filing,Black+Female,23,0.621621621621622
non_retaliatory,ROW,6-20,low_or_mid_filing,White+Male,24,0.19047619047619
non_retaliatory,ROW,6-20,low_or_mid_filing,White+Female,21,0.166666666666667
non_retaliatory,ROW,6-20,low_or_mid_filing,Black+Male,38,0.301587301587302
non_retaliatory,ROW,6-20,low_or_mid_filing,Black+Female,43,0.341269841269841
non_retaliatory,SMALL_MULTI_2_4,1,high_filing,White+Male,216,0.159174649963154
non_retaliatory,SMALL_MULTI_2_4,1,high_filing,White+Female,229,0.168754605747973
non_retaliatory,SMALL_MULTI_2_4,1,high_filing,Black+Male,279,0.205600589535741
non_retaliatory,SMALL_MULTI_2_4,1,high_filing,Black+Female,633,0.466470154753132
non_retaliatory,SMALL_MULTI_2_4,1,low_or_mid_filing,White+Male,115,0.154777927321669
non_retaliatory,SMALL_MULTI_2_4,1,low_or_mid_filing,White+Female,121,0.162853297442799
non_retaliatory,SMALL_MULTI_2_4,1,low_or_mid_filing,Black+Male,159,0.21399730820996
non_retaliatory,SMALL_MULTI_2_4,1,low_or_mid_filing,Black+Female,348,0.468371467025572
non_retaliatory,SMALL_MULTI_2_4,1,missing,White+Female,1,1
non_retaliatory,SMALL_MULTI_2_4,2-5,high_filing,White+Male,1022,0.131244381661744
non_retaliatory,SMALL_MULTI_2_4,2-5,high_filing,White+Female,1485,0.190702452805959
non_retaliatory,SMALL_MULTI_2_4,2-5,high_filing,Black+Male,1515,0.194555027610119
non_retaliatory,SMALL_MULTI_2_4,2-5,high_filing,Black+Female,3765,0.483498137922178
non_retaliatory,SMALL_MULTI_2_4,2-5,low_or_mid_filing,White+Male,1549,0.190716572272839
non_retaliatory,SMALL_MULTI_2_4,2-5,low_or_mid_filing,White+Female,1927,0.237256833292293
non_retaliatory,SMALL_MULTI_2_4,2-5,low_or_mid_filing,Black+Male,1434,0.176557498153164
non_retaliatory,SMALL_MULTI_2_4,2-5,low_or_mid_filing,Black+Female,3212,0.395469096281704
non_retaliatory,SMALL_MULTI_2_4,2-5,missing,Black+Female,1,1
non_retaliatory,SMALL_MULTI_2_4,21-50,high_filing,White+Female,4,0.0487804878048781
non_retaliatory,SMALL_MULTI_2_4,21-50,high_filing,Black+Male,12,0.146341463414634
non_retaliatory,SMALL_MULTI_2_4,21-50,high_filing,Black+Female,66,0.804878048780488
non_retaliatory,SMALL_MULTI_2_4,21-50,low_or_mid_filing,White+Male,5,0.0793650793650794
non_retaliatory,SMALL_MULTI_2_4,21-50,low_or_mid_filing,White+Female,25,0.396825396825397
non_retaliatory,SMALL_MULTI_2_4,21-50,low_or_mid_filing,Black+Male,5,0.0793650793650794
non_retaliatory,SMALL_MULTI_2_4,21-50,low_or_mid_filing,Black+Female,28,0.444444444444444
non_retaliatory,SMALL_MULTI_2_4,51+,low_or_mid_filing,White+Male,2,0.2
non_retaliatory,SMALL_MULTI_2_4,51+,low_or_mid_filing,White+Female,2,0.2
non_retaliatory,SMALL_MULTI_2_4,51+,low_or_mid_filing,Black+Male,4,0.4
non_retaliatory,SMALL_MULTI_2_4,51+,low_or_mid_filing,Black+Female,2,0.2
non_retaliatory,SMALL_MULTI_2_4,6-20,high_filing,White+Male,2,0.0476190476190476
non_retaliatory,SMALL_MULTI_2_4,6-20,high_filing,White+Female,2,0.0476190476190476
non_retaliatory,SMALL_MULTI_2_4,6-20,high_filing,Black+Male,16,0.380952380952381
non_retaliatory,SMALL_MULTI_2_4,6-20,high_filing,Black+Female,22,0.523809523809524
non_retaliatory,SMALL_MULTI_2_4,6-20,low_or_mid_filing,White+Male,35,0.309734513274336
