term,estimate,std_error,t_value,p_value,sample,outcome,fe,block,conf_low,conf_high
tenant_comp_missing,-0.000814453999400492,0.00336365443632728,-0.242133671819684,0.808807209485867,pre,same,tract,targeting,-0.00740721669460196,0.00577830869580097
num_units_bin::2-5:tc_black_c,0.022266128309521,0.00872679794907045,2.55146600614178,0.0111179331862629,pre,same,tract,targeting,0.00516160432934296,0.0393706522896991
num_units_bin::21-50:tc_black_c,0.0606986902542503,0.0343199453132494,1.76861267406557,0.0777607389437813,pre,same,tract,targeting,-0.0065684025597186,0.127965783068219
num_units_bin::51+:tc_black_c,0.0926704734644956,0.0502693863258193,1.84347731766318,0.066037843720769,pre,same,tract,targeting,-0.00585752373411022,0.191198470663101
num_units_bin::6-20:tc_black_c,0.066444042766433,0.0221153933035934,3.00442510129978,0.00283718643719137,pre,same,tract,targeting,0.02309787189139,0.109790213641476
num_units_bin::2-5:tc_female_c,-0.01016070924863,0.00781897541619894,-1.29949369422234,0.194562357522355,pre,same,tract,targeting,-0.0254859010643799,0.00516448256711992
num_units_bin::21-50:tc_female_c,0.0293025837309787,0.0502206100915179,0.583477255206182,0.559918203280289,pre,same,tract,targeting,-0.0691298120483963,0.127734979510354
num_units_bin::51+:tc_female_c,0.0185358533818362,0.0861907531441642,0.21505617140661,0.829838894382152,pre,same,tract,targeting,-0.150398022780726,0.187469729544398
num_units_bin::6-20:tc_female_c,0.0446484141486278,0.0314979735832574,1.41750116180047,0.157155865918636,pre,same,tract,targeting,-0.0170876140745567,0.106384442371812
tc_black_c,-0.0225402415666934,0.00723738688849629,-3.11441711130861,0.00188284261075828,pre,same,bg,targeting,-0.0367255198681462,-0.0083549632652407
