term,estimate,std_error,t_value,p_value,sample,outcome,fe,block,conf_low,conf_high
building_type::SMALL_MULTI_2_4:tc_black_c,0.00962435855050686,0.0155993071186583,0.616973464096698,0.537360432086589,pre,same,bg,bldg_year_targeting,-0.0209502834020633,0.040199000503077
building_type::TWIN:tc_black_c,-0.0216993109078066,0.0217180049164269,-0.999139239138574,0.317913466735091,pre,same,bg,bldg_year_targeting,-0.0642666005440032,0.0208679787283901
building_type::COMMERCIAL:tc_female_c,-0.0647328299397259,0.097666122668609,-0.662797172355976,0.507578139695677,pre,same,bg,bldg_year_targeting,-0.2561584303702,0.126692770490748
building_type::DETACHED:tc_female_c,-0.0142755169305713,0.07177843741287,-0.19888308306934,0.842385350069945,pre,same,bg,bldg_year_targeting,-0.154961254259796,0.126410220398654
building_type::HIGHRISE_MULTI:tc_female_c,-0.0349605178336686,0.184892378647664,-0.189085770270122,0.850055154633972,pre,same,bg,bldg_year_targeting,-0.39734957998309,0.327428544315753
building_type::LOWRISE_MULTI:tc_female_c,-0.00487522714784186,0.0343109544458046,-0.142089522911479,0.887031344382057,pre,same,bg,bldg_year_targeting,-0.0721246978616189,0.0623742435659352
building_type::MIDRISE_MULTI:tc_female_c,0.00688205023410571,0.0558685425078225,0.123182920570053,0.901981320336371,pre,same,bg,bldg_year_targeting,-0.102620293081226,0.116384393549438
building_type::OTHER:tc_female_c,-0.127956202887398,0.140234148883848,-0.91244681773895,0.361702989081564,pre,same,bg,bldg_year_targeting,-0.402815134699741,0.146902728924945
building_type::SMALL_MULTI_2_4:tc_female_c,-0.0352416217421223,0.0169983359048675,-2.07323951823018,0.0383468944133102,pre,same,bg,bldg_year_targeting,-0.0685583601156626,-0.00192488336858194
building_type::TWIN:tc_female_c,-0.0386875371187036,0.0217159894523533,-1.7815231124323,0.0750607899908601,pre,same,bg,bldg_year_targeting,-0.0812508764453162,0.00387580220790894
tc_black_c,-0.0264000280448793,0.0127122296804505,-2.0767425312869,0.0385039829410571,full,bw,tract,bldg_year_targeting,-0.0513159982185623,-0.0014840578711963
tc_female_c,0.0107198758904006,0.0126706069558838,0.846042808187864,0.398066962861804,full,bw,tract,bldg_year_targeting,-0.0141145137431316,0.0355542655239328
tc_black_female_c,0.00301081680429086,0.0150497996894756,0.200056935402026,0.841544208568887,full,bw,tract,bldg_year_targeting,-0.0264867905870813,0.0325084241956631
tc_cov_c,-0.0164135763942719,0.0106030781716118,-1.54800107370866,0.122463280562807,full,bw,tract,bldg_year_targeting,-0.0371956096106309,0.00436845682208719
tenant_comp_missing,0.00422528584994934,0.00502415893751255,0.840993667298525,0.400885987521714,full,bw,tract,bldg_year_targeting,-0.00562206566757526,0.0140726373674739
building_type::COMMERCIAL:tc_black_c,0.331398513073425,0.0984316893825671,3.36678680567396,0.000838983407052603,full,bw,tract,bldg_year_targeting,0.138472401883593,0.524324624263256
building_type::DETACHED:tc_black_c,0.000747957059308796,0.0583478541560622,0.0128189300211152,0.989779052602602,full,bw,tract,bldg_year_targeting,-0.113613837086573,0.115109751205191
building_type::HIGHRISE_MULTI:tc_black_c,0.19830856099276,0.0696688175664508,2.84644648667406,0.00466338880387044,full,bw,tract,bldg_year_targeting,0.0617576785625161,0.334859443423003
building_type::LOWRISE_MULTI:tc_black_c,0.147975666109685,0.0307145729262089,4.81776733361044,2.10925334665618e-06,full,bw,tract,bldg_year_targeting,0.0877751031743154,0.208176229045054
building_type::MIDRISE_MULTI:tc_black_c,0.0611982412757305,0.0605082503157769,1.0114032542067,0.312473863263099,full,bw,tract,bldg_year_targeting,-0.0573979293431922,0.179794411894653
building_type::OTHER:tc_black_c,0.169440926681651,0.143478002392519,1.18095404073235,0.23836745094776,full,bw,tract,bldg_year_targeting,-0.111775958007686,0.450657811370989
