market_id,market_group,hhi_units_start,total_units_start,hhi_units_end,total_units_end,total_units_plot,log_hhi_units_start,log_hhi_units_end
42101010500,All tracts,1225.61835139078,988,1205.45700619676,998,998,7.11120077226748,7.0946140322791
42101010600,All tracts,534.427021403092,464,508.023153092573,477,477,6.28119518494691,6.23052702349377
42101010700,All tracts,120.985349037633,1180,127.592645791439,1180,1180,4.79566945593207,4.8488427343864
42101010800,All tracts,402.001398766394,1331,344.627719721635,1452,1452,5.99645556813136,5.84246476114201
42101010900,All tracts,631.564000342934,864,515.362708790288,967,967,6.44819928319996,6.24487094168187
42101011000,All tracts,71.0211500007552,1061,74.8876420374244,1064,1064,4.26297772001627,4.31598888408559
42101011100,All tracts,50.5349121442518,1004,52.0954160498923,1015,1015,3.92266442701224,3.95307696120124
42101011200,All tracts,20.9426883282384,1111,22.0283054408048,1111,1111,3.04178957963944,3.09232823732938
42101011300,All tracts,134.148101475242,533,117.568273991137,541,541,4.89894442451836,4.7670192200807
42101011400,All tracts,104.719425709185,1136,117.567198968459,1136,1136,4.65128463752611,4.76701007622278
42101011500,All tracts,41.2246351014592,530,42.7910288358842,530,530,3.71903601701678,3.75632847397899
42101011700,All tracts,687.395214144185,162,702.636793171772,162,162,6.53290940213398,6.55484010562795
42101011800,All tracts,29.4693877551019,700,31.2338584710746,704,704,3.38335202134214,3.44150271380978
42101011900,All tracts,243.928575506658,1067,237.202490148878,1158,1158,5.496875459108,5.4689141651666
42101012000,All tracts,1414.07129745322,441,1413.86562183452,441,441,7.25422826771238,7.25408280787722
42101012100,All tracts,1035.98310726103,902,955.834201354553,954,954,6.94310611695389,6.86258446846531
42101012201,All tracts,1593.49129910915,1809,1593.49129910915,1809,1809,7.37368267360348,7.37368267360348
42101012203,All tracts,3479.36859416377,786,3479.36859416377,786,786,8.15460611784789,8.15460611784789
42101012204,All tracts,321.010462814592,2060,321.038740691866,2060,2060,5.77147371703681,5.77156180336147
42101012500,All tracts,444.960519598298,3915,347.395813095035,5141,5141,6.09798555822656,5.85046480161876
42101013100,All tracts,1107.22122440176,491,918.998628257888,540,540,7.00960875411768,6.8232846297081
42101013200,All tracts,847.152214673582,702,581.454984520013,1057,1057,6.7418803888645,6.36553355627091
42101013300,All tracts,145.075518763192,1528,107.24050278435,2007,2007,4.9772544258979,4.67507400175989
42101013401,All tracts,1217.63860959494,1180,1191.53429933905,1193,1193,7.10466869619317,7.08299708281272
42101013402,All tracts,142.240416227777,1416,133.950861727587,1446,1446,4.95751869799709,4.89747302917326
42101013500,All tracts,242.9175220384,910,163.597668650287,1252,1252,5.49272197024624,5.09741017376324
42101013601,All tracts,1089.90400005508,1078,1048.15201530957,1102,1102,6.99384489800054,6.95478390713816
42101013602,All tracts,69.3181818181818,880,69.7245363720516,885,885,4.2387072356832,4.24455228411248
42101013700,All tracts,239.571827747212,1791,202.048608167119,2486,2486,5.47885327897431,5.30850830294406
42101013800,All tracts,1486.49852623451,734,957.974710730492,965,965,7.30417865100443,6.86482137963756
42101013900,All tracts,1257.90363689835,808,1583.6882417305,1090,1090,7.13720183408665,7.36751173591402
42101014000,All tracts,303.341469573267,1090,177.640020371068,1997,1997,5.71485913325208,5.17975914510003
42101014100,All tracts,1008.35230122295,644,541.838134430726,918,918,6.9160728927501,6.2949673118746
42101014200,All tracts,140.251454306624,1460,91.7245179063363,2475,2475,4.94343691373674,4.51878971436857
42101014300,All tracts,181.869679939178,518,149.020724036734,681,681,5.20329038630441,5.00408538376855
42101014400,All tracts,100.810114844587,1057,107.251700680272,2100,2100,4.61323869628341,4.67517841484112
42101014500,All tracts,2743.98643395874,469,1383.69347293384,670,670,7.91716704494097,7.23251163255345
42101014600,All tracts,938.562198246389,313,2426.31910622301,827,827,6.8443491279343,7.79413061680733
42101014700,All tracts,377.428121546125,1028,223.982610795798,1365,1365,5.93338014405913,5.41156841846575
42101014800,All tracts,1395.33607681756,405,1005.7482350218,483,483,7.24089058052145,6.91348705594076
42101014900,All tracts,224.383623927158,1203,220.552580536353,1232,1232,5.41335719383388,5.39613612694205
42101015101,All tracts,385.488742482616,641,553.035076664565,690,690,5.95451199019726,6.31542142928393
42101015102,All tracts,554.369097066356,958,553.320312500007,960,960,6.31783070509979,6.31593706077911
42101015200,All tracts,1712.52325723496,1237,1682.3130241583,1249,1249,7.44572315091129,7.42792492557133
42101015300,All tracts,146.610714018224,1511,116.920845473057,1948,1948,4.98778087012605,4.76149717142677
42101015600,All tracts,832.857471866342,563,553.86577708006,728,728,6.72486252532592,6.31692237775395
42101015700,All tracts,150.466323123821,664,160.440898748812,986,986,5.01373929253031,5.07792564266135
42101015800,All tracts,58.4070605224549,1459,59.8309176611821,1904,1904,4.06743678188355,4.09152254509448
42101016000,All tracts,27.1388361002544,1336,24.795305460586,1443,1443,3.30096576845598,3.21065433930809
42101016100,All tracts,145.269755838738,1781,97.7502632736963,2403,2403,4.97859239914226,4.5824158921989
42101016200,All tracts,640.505601838545,590,622.755897585042,598,598,6.46225786733843,6.43415462432634
42101016300,All tracts,273.435970779905,619,265.69177818788,643,643,5.61106748395995,5.58233690831966
42101016400,All tracts,1247.00558956616,884,1247.10796257244,884,884,7.1285004280807,7.12858251977717
42101016500,All tracts,1425.56220372298,744,1387.22272521503,752,752,7.26232154382509,7.23505898796751
42101016600,All tracts,279.614678981793,471,347.316947318381,647,647,5.63341250891646,5.85023775590581
42101016701,All tracts,185.385493660239,774,186.286881797971,774,774,5.2224374065983,5.22728786073204
42101016702,All tracts,134.88195934857,890,133.54312918583,918,918,4.90440002075368,4.89442449072842
42101016800,All tracts,165.394106546666,830,166.206996661342,830,830,5.10833115043522,5.11323397937727
42101016901,All tracts,340.920225984336,789,342.526597496301,789,789,5.83164850852005,5.83634931161064
42101016902,All tracts,231.517770535793,1307,230.578392070852,1313,1313,5.44465663315381,5.44059090036932
42101017000,All tracts,727.883489332476,674,626.972090649685,746,746,6.59014099326286,6.44090202712177
42101017100,All tracts,227.294051416776,876,227.26798857405,876,876,5.42624455989033,5.42612988756637
42101017201,All tracts,51.138777244061,606,51.2476990273284,606,606,3.93454305960576,3.93667071998288
42101017202,All tracts,23.430718315972,768,24.922688802083,768,768,3.15404791000844,3.21577858545361
